id	name	disease	prop	group
390	RND3	ra	8	Module13
868	CBLB	shared	22.6666666666667	Module13
1326	MAP3K8	crd	4.66666666666667	Module13
2873	GPS1	sle	12	Module13
3658	IREB2	vit	6	Module13
4008	LMO7	pso	14.6666666666667	Module13
4194	MDM4	ulc	7.33333333333333	Module13
4741	NEFM	sle	12	Module13
4798	NFRKB	identical	4	Module13
5071	PARK2	ra	8	Module13
6048	RNF5	shared	22.6666666666667	Module13
6050	RNH1	shared	22.6666666666667	Module13
6339	SCNN1D	shared	22.6666666666667	Module13
6400	SEL1L	pso	14.6666666666667	Module13
6468	FBXW4	shared	22.6666666666667	Module13
6500	SKP1	ms	10	Module13
6921	ELOC	pbc	0.666666666666667	Module13
7311	UBA52	sle	12	Module13
7318	UBA7	shared	22.6666666666667	Module13
7320	UBE2B	ms	10	Module13
7322	UBE2D2	identical	4	Module13
7325	UBE2E2	shared	22.6666666666667	Module13
7332	UBE2L3	shared	22.6666666666667	Module13
7704	ZBTB16	ra	8	Module13
7763	ZFAND5	sle	12	Module13
8139	GAN	pso	14.6666666666667	Module13
8453	CUL2	shared	22.6666666666667	Module13
8454	CUL1	crd	4.66666666666667	Module13
8533	COPS3	pso	14.6666666666667	Module13
8816	DCAF5	t1d	1.33333333333333	Module13
8883	NAE1	sle	12	Module13
8924	HERC2	vit	6	Module13
8925	HERC1	pso	14.6666666666667	Module13
9118	INA	sle	12	Module13
9202	ZMYM4	pso	14.6666666666667	Module13
9320	TRIP12	ra	8	Module13
9354	UBE4A	ms	10	Module13
9810	RNF40	sle	12	Module13
9817	KEAP1	shared	22.6666666666667	Module13
9927	MFN2	ms	10	Module13
9958	USP15	alo	2.66666666666667	Module13
10193	RNF41	sle	12	Module13
10425	ARIH2	identical	4	Module13
10477	UBE2E3	shared	22.6666666666667	Module13
10600	USP16	pso	14.6666666666667	Module13
10613	ERLIN1	pso	14.6666666666667	Module13
10920	COPS8	sle	12	Module13
10956	OS9	shared	22.6666666666667	Module13
11059	WWP1	ced	0.666666666666667	Module13
11060	WWP2	sjs	1.33333333333333	Module13
11101	ATE1	ulc	7.33333333333333	Module13
