id	name	disease	prop	group
332	BIRC5	ra	5.90909090909091	Module12
701	BUB1B	sle	10	Module12
754	PTTG1IP	vit	3.18181818181818	Module12
993	CDC25A	crd	4.54545454545455	Module12
994	CDC25B	pso	16.8181818181818	Module12
1033	CDKN3	grd	1.36363636363636	Module12
1452	CSNK1A1	pso	16.8181818181818	Module12
1730	DIAPH2	shared	25.4545454545455	Module12
1731	SEPT1	shared	25.4545454545455	Module12
1770	DNAH9	shared	25.4545454545455	Module12
2121	EVC	ms	11.3636363636364	Module12
2584	GALK1	pso	16.8181818181818	Module12
2631	GBAS	ms	11.3636363636364	Module12
2735	GLI1	ra	5.90909090909091	Module12
2737	GLI3	sle	10	Module12
2932	GSK3B	pso	16.8181818181818	Module12
3091	HIF1A	t1d	3.18181818181818	Module12
3320	HSP90AA1	shared	25.4545454545455	Module12
4040	LRP6	shared	25.4545454545455	Module12
4041	LRP5	shared	25.4545454545455	Module12
4049	LTA	pso	16.8181818181818	Module12
4055	LTBR	shared	25.4545454545455	Module12
4175	MCM6	shared	25.4545454545455	Module12
4735	SEPT2	vit	3.18181818181818	Module12
4763	NF1	sle	10	Module12
5000	ORC4	shared	25.4545454545455	Module12
5116	PCNT	pso	16.8181818181818	Module12
5125	PCSK5	shared	25.4545454545455	Module12
5515	PPP2CA	sle	10	Module12
5527	PPP2R5C	vit	3.18181818181818	Module12
5558	PRIM2	sle	10	Module12
5682	PSMA1	sle	10	Module12
5686	PSMA5	identical	3.63636363636364	Module12
5687	PSMA6	pso	16.8181818181818	Module12
5695	PSMB7	vit	3.18181818181818	Module12
5698	PSMB9	shared	25.4545454545455	Module12
5699	PSMB10	pso	16.8181818181818	Module12
5702	PSMC3	ms	11.3636363636364	Module12
5709	PSMD3	shared	25.4545454545455	Module12
5710	PSMD4	sle	10	Module12
5711	PSMD5	ra	5.90909090909091	Module12
5885	RAD21	vit	3.18181818181818	Module12
5905	RANGAP1	shared	25.4545454545455	Module12
5966	REL	shared	25.4545454545455	Module12
6240	RRM1	shared	25.4545454545455	Module12
6249	CLIP1	shared	25.4545454545455	Module12
6424	SFRP4	pa	1.81818181818182	Module12
7049	TGFBR3	shared	25.4545454545455	Module12
7083	TK1	ra	5.90909090909091	Module12
7124	TNF	pso	16.8181818181818	Module12
7185	TRAF1	ra	5.90909090909091	Module12
7187	TRAF3	ms	11.3636363636364	Module12
7473	WNT3	shared	25.4545454545455	Module12
7813	EVI5	shared	25.4545454545455	Module12
7840	ALMS1	identical	3.63636363636364	Module12
7871	SLMAP	pso	16.8181818181818	Module12
7976	FZD3	pso	16.8181818181818	Module12
8312	AXIN1	ms	11.3636363636364	Module12
8323	FZD6	identical	3.63636363636364	Module12
8379	MAD1L1	shared	25.4545454545455	Module12
8520	HAT1	ulc	5.90909090909091	Module12
8549	LGR5	ra	5.90909090909091	Module12
8556	CDC14A	ms	11.3636363636364	Module12
8650	NUMB	t1d	3.18181818181818	Module12
8658	TNKS	sle	10	Module12
8701	DNAH11	pso	16.8181818181818	Module12
8764	TNFRSF14	shared	25.4545454545455	Module12
8870	IER3	shared	25.4545454545455	Module12
8887	TAX1BP1	ra	5.90909090909091	Module12
8891	EIF2B3	pso	16.8181818181818	Module12
8994	LIMD1	jia	0.454545454545455	Module12
9020	MAP3K14	shared	25.4545454545455	Module12
9232	PTTG1	sle	10	Module12
9657	IQCB1	shared	25.4545454545455	Module12
9702	CEP57	ms	11.3636363636364	Module12
9736	USP34	ms	11.3636363636364	Module12
9793	CKAP5	grd	1.36363636363636	Module12
9814	SFI1	ulc	5.90909090909091	Module12
9918	NCAPD2	ms	11.3636363636364	Module12
10087	COL4A3BP	pso	16.8181818181818	Module12
10274	STAG1	sle	10	Module12
10735	STAG2	pso	16.8181818181818	Module12
10758	TRAF3IP2	pso	16.8181818181818	Module12
11064	CNTRL	ra	5.90909090909091	Module12
11094	CACFD1	sle	10	Module12
11116	FGFR1OP	shared	25.4545454545455	Module12
11197	WIF1	t1d	3.18181818181818	Module12
11339	OIP5	ulc	5.90909090909091	Module12
22919	MAPRE1	ms	11.3636363636364	Module12
22981	NINL	pbc	1.36363636363636	Module12
23002	DAAM1	sle	10	Module12
23036	ZNF292	identical	3.63636363636364	Module12
23047	PDS5B	ced	0.909090909090909	Module12
23053	ZSWIM8	pso	16.8181818181818	Module12
23059	CLUAP1	shared	25.4545454545455	Module12
23072	HECW1	ee	0.909090909090909	Module12
23224	SYNE2	ms	11.3636363636364	Module12
23288	IQCE	identical	3.63636363636364	Module12
23322	RPGRIP1L	shared	25.4545454545455	Module12
23331	TTC28	shared	25.4545454545455	Module12
23332	CLASP1	shared	25.4545454545455	Module12
23345	SYNE1	pso	16.8181818181818	Module12
23358	USP24	shared	25.4545454545455	Module12
23595	ORC3	ms	11.3636363636364	Module12
23639	LRRC6	vit	3.18181818181818	Module12
23649	POLA2	ulc	5.90909090909091	Module12
23765	IL17RA	sle	10	Module12
25816	TNFAIP8	ms	11.3636363636364	Module12
25843	MOB4	ulc	5.90909090909091	Module12
25909	AHCTF1	ra	5.90909090909091	Module12
25963	TMEM87A	as	0.909090909090909	Module12
25989	ULK3	shared	25.4545454545455	Module12
27077	B9D1	ms	11.3636363636364	Module12
27123	DKK2	pso	16.8181818181818	Module12
27175	TUBG2	shared	25.4545454545455	Module12
29888	STRN4	t1d	3.18181818181818	Module12
51053	GMNN	pa	1.81818181818182	Module12
51134	CEP83	ms	11.3636363636364	Module12
51199	NIN	pso	16.8181818181818	Module12
51203	NUSAP1	shared	25.4545454545455	Module12
51259	TMEM216	identical	3.63636363636364	Module12
51460	SFMBT1	shared	25.4545454545455	Module12
51626	DYNC2LI1	crd	4.54545454545455	Module12
51659	GINS2	pso	16.8181818181818	Module12
51684	SUFU	ulc	5.90909090909091	Module12
54361	WNT4	ulc	5.90909090909091	Module12
54386	TERF2IP	sle	10	Module12
54456	MOV10L1	pso	16.8181818181818	Module12
54777	CFAP46	ra	5.90909090909091	Module12
54806	AHI1	shared	25.4545454545455	Module12
54875	CNTLN	ulc	5.90909090909091	Module12
54930	HAUS4	ms	11.3636363636364	Module12
54986	ULK4	shared	25.4545454545455	Module12
55012	PPP2R3C	pso	16.8181818181818	Module12
55081	IFT57	pso	16.8181818181818	Module12
55238	SLC38A7	ra	5.90909090909091	Module12
55366	LGR4	ulc	5.90909090909091	Module12
55722	CEP72	ulc	5.90909090909091	Module12
55732	C1orf112	shared	25.4545454545455	Module12
55755	CDK5RAP2	ra	5.90909090909091	Module12
55872	PBK	crd	4.54545454545455	Module12
56155	TEX14	pso	16.8181818181818	Module12
56164	STK31	shared	25.4545454545455	Module12
57216	VANGL2	shared	25.4545454545455	Module12
57551	TAOK1	pso	16.8181818181818	Module12
57606	SLAIN2	crd	4.54545454545455	Module12
57787	MARK4	shared	25.4545454545455	Module12
59269	HIVEP3	identical	3.63636363636364	Module12
59352	LGR6	shared	25.4545454545455	Module12
60401	EDA2R	sle	10	Module12
64577	ALDH8A1	ms	11.3636363636364	Module12
64651	CSRNP1	pso	16.8181818181818	Module12
79003	MIS12	shared	25.4545454545455	Module12
79019	CENPM	shared	25.4545454545455	Module12
79172	CENPO	shared	25.4545454545455	Module12
79659	DYNC2H1	pso	16.8181818181818	Module12
79682	CENPU	sle	10	Module12
79801	SHCBP1	pso	16.8181818181818	Module12
79809	TTC21B	ms	11.3636363636364	Module12
79858	NEK11	sle	10	Module12
79902	NUP85	shared	25.4545454545455	Module12
79959	CEP76	crd	4.54545454545455	Module12
79971	WLS	shared	25.4545454545455	Module12
80212	CCDC92	pbc	1.36363636363636	Module12
80227	PAAF1	pso	16.8181818181818	Module12
80342	TRAF3IP3	crd	4.54545454545455	Module12
80351	TNKS2	ms	11.3636363636364	Module12
80762	NDFIP1	shared	25.4545454545455	Module12
80829	ZFP91	identical	3.63636363636364	Module12
81624	DIAPH3	shared	25.4545454545455	Module12
83992	CTTNBP2	crd	4.54545454545455	Module12
83999	KREMEN1	ms	11.3636363636364	Module12
84133	ZNRF3	pso	16.8181818181818	Module12
84455	EFCAB7	sjs	0.909090909090909	Module12
84807	NFKBID	pso	16.8181818181818	Module12
84888	SPPL2A	ssc	0.909090909090909	Module12
84902	CEP89	ee	0.909090909090909	Module12
85302	FBF1	pso	16.8181818181818	Module12
85417	CCNB3	crd	4.54545454545455	Module12
90381	TICRR	pso	16.8181818181818	Module12
92255	LMBRD2	sjs	0.909090909090909	Module12
92675	DTD1	shared	25.4545454545455	Module12
95681	CEP41	ced	0.909090909090909	Module12
112399	EGLN3	ssc	0.909090909090909	Module12
113802	HENMT1	ms	11.3636363636364	Module12
114799	ESCO1	pso	16.8181818181818	Module12
115294	PCMTD1	shared	25.4545454545455	Module12
115650	TNFRSF13C	vit	3.18181818181818	Module12
115908	CTHRC1	crd	4.54545454545455	Module12
116840	CNTROB	t1d	3.18181818181818	Module12
118429	ANTXR2	shared	25.4545454545455	Module12
122402	TDRD9	ulc	5.90909090909091	Module12
126668	TDRD10	shared	25.4545454545455	Module12
130872	AHSA2	shared	25.4545454545455	Module12
133690	CAPSL	ulc	5.90909090909091	Module12
134359	POC5	grd	1.36363636363636	Module12
134510	UBLCP1	shared	25.4545454545455	Module12
135138	PACRG	ms	11.3636363636364	Module12
143689	PIWIL4	pso	16.8181818181818	Module12
144100	PLEKHA7	t1d	3.18181818181818	Module12
144165	PRICKLE1	pbc	1.36363636363636	Module12
144535	CFAP54	sle	10	Module12
145508	CEP128	shared	25.4545454545455	Module12
150468	CKAP2L	pa	1.81818181818182	Module12
157313	CDCA2	sle	10	Module12
166336	PRICKLE2	alo	0.454545454545455	Module12
200008	CDCP2	pa	1.81818181818182	Module12
200373	CFAP221	shared	25.4545454545455	Module12
200728	TMEM17	crd	4.54545454545455	Module12
200734	SPRED2	ra	5.90909090909091	Module12
254394	MCM9	pso	16.8181818181818	Module12
259266	ASPM	ulc	5.90909090909091	Module12
340390	WDR97	ms	11.3636363636364	Module12
352909	DNAAF3	sle	10	Module12
375686	SPATC1	ms	11.3636363636364	Module12
387103	CENPW	t1d	3.18181818181818	Module12
399947	C11orf87	as	0.909090909090909	Module12
401541	CENPP	sle	10	Module12
642636	RAD21L1	ms	11.3636363636364	Module12
727957	MROH1	sle	10	Module12
