id	name	disease	prop	group
747	DAGLA	crd	2.53164556962025	Module10
1192	CLIC1	shared	32.9113924050633	Module10
2131	EXT1	ms	13.9240506329114	Module10
2137	EXTL3	pso	13.9240506329114	Module10
2262	GPC5	ra	3.79746835443038	Module10
3202	HOXA5	shared	32.9113924050633	Module10
3203	HOXA6	shared	32.9113924050633	Module10
3204	HOXA7	t1d	5.06329113924051	Module10
3217	HOXB7	sle	8.86075949367089	Module10
3988	LIPA	ssc	1.26582278481013	Module10
3990	LIPC	pso	13.9240506329114	Module10
4035	LRP1	ee	1.26582278481013	Module10
4212	MEIS2	shared	32.9113924050633	Module10
5089	PBX2	shared	32.9113924050633	Module10
5090	PBX3	shared	32.9113924050633	Module10
5947	RBP1	ulc	2.53164556962025	Module10
6017	RLBP1	sle	8.86075949367089	Module10
6954	TCP11	sle	8.86075949367089	Module10
7227	TRPS1	as	2.53164556962025	Module10
7629	ZNF76	shared	32.9113924050633	Module10
7917	BAG6	shared	32.9113924050633	Module10
8509	NDST2	shared	32.9113924050633	Module10
8527	DGKD	sjs	2.53164556962025	Module10
8572	PDLIM4	shared	32.9113924050633	Module10
9162	DGKI	pso	13.9240506329114	Module10
9429	ABCG2	sle	8.86075949367089	Module10
9653	HS2ST1	ced	1.26582278481013	Module10
9672	SDC3	ra	3.79746835443038	Module10
9956	HS3ST2	identical	3.79746835443038	Module10
10044	SH2D3C	ra	3.79746835443038	Module10
10082	GPC6	pso	13.9240506329114	Module10
10090	UST	pa	1.26582278481013	Module10
10400	PEMT	pso	13.9240506329114	Module10
10554	AGPAT1	shared	32.9113924050633	Module10
10559	SLC35A1	pso	13.9240506329114	Module10
10590	SCGN	shared	32.9113924050633	Module10
11309	SLCO2B1	shared	32.9113924050633	Module10
11343	MGLL	t1d	5.06329113924051	Module10
23175	LPIN1	ms	13.9240506329114	Module10
25861	WHRN	crd	2.53164556962025	Module10
29940	DSE	shared	32.9113924050633	Module10
50515	CHST11	shared	32.9113924050633	Module10
50854	C6orf48	shared	32.9113924050633	Module10
51099	ABHD5	ms	13.9240506329114	Module10
51168	MYO15A	ms	13.9240506329114	Module10
53904	MYO3A	as	2.53164556962025	Module10
54020	SLC37A1	t1d	5.06329113924051	Module10
55454	CSGALNACT2	ms	13.9240506329114	Module10
55501	CHST12	ms	13.9240506329114	Module10
55604	CARMIL1	ms	13.9240506329114	Module10
55790	CSGALNACT1	pso	13.9240506329114	Module10
55959	SULF2	sjs	2.53164556962025	Module10
56606	SLC2A9	shared	32.9113924050633	Module10
56895	AGPAT4	vit	1.26582278481013	Module10
56994	CHPT1	sle	8.86075949367089	Module10
57406	ABHD6	shared	32.9113924050633	Module10
57678	GPAM	identical	3.79746835443038	Module10
60495	HPSE2	t1d	5.06329113924051	Module10
64131	XYLT1	sle	8.86075949367089	Module10
64699	TMPRSS3	shared	32.9113924050633	Module10
64787	EPS8L2	shared	32.9113924050633	Module10
64900	LPIN3	ms	13.9240506329114	Module10
65217	PCDH15	ms	13.9240506329114	Module10
79143	MBOAT7	pso	13.9240506329114	Module10
81490	PTDSS2	sle	8.86075949367089	Module10
81615	TMEM163	shared	32.9113924050633	Module10
83715	ESPN	ms	13.9240506329114	Module10
85463	ZC3H12C	pso	13.9240506329114	Module10
91289	LMF2	ms	13.9240506329114	Module10
92521	SPECC1	shared	32.9113924050633	Module10
117532	TMC2	ulc	2.53164556962025	Module10
122618	PLD4	shared	32.9113924050633	Module10
126792	B3GALT6	shared	32.9113924050633	Module10
140469	MYO3B	pso	13.9240506329114	Module10
196051	PLPP4	identical	3.79746835443038	Module10
221955	DAGLB	shared	32.9113924050633	Module10
253558	LCLAT1	shared	32.9113924050633	Module10
285848	PNPLA1	grd	1.26582278481013	Module10
337876	CHSY3	pso	13.9240506329114	Module10
