id	name	disease	prop	group
306	ANXA3	ra	3.60824742268041	Module6
311	ANXA11	crd	6.70103092783505	Module6
477	ATP1A2	pso	16.4948453608247	Module6
481	ATP1B1	identical	5.67010309278351	Module6
483	ATP1B3	sle	7.21649484536082	Module6
487	ATP2A1	shared	28.3505154639175	Module6
488	ATP2A2	jia	0.515463917525773	Module6
491	ATP2B2	shared	28.3505154639175	Module6
757	TMEM50B	shared	28.3505154639175	Module6
773	CACNA1A	shared	28.3505154639175	Module6
774	CACNA1B	pso	16.4948453608247	Module6
775	CACNA1C	shared	28.3505154639175	Module6
777	CACNA1E	ms	11.8556701030928	Module6
778	CACNA1F	vit	3.60824742268041	Module6
779	CACNA1S	shared	28.3505154639175	Module6
781	CACNA2D1	pso	16.4948453608247	Module6
782	CACNB1	identical	5.67010309278351	Module6
783	CACNB2	pso	16.4948453608247	Module6
815	CAMK2A	ulc	5.67010309278351	Module6
818	CAMK2G	shared	28.3505154639175	Module6
844	CASQ1	shared	28.3505154639175	Module6
859	CAV3	ms	11.8556701030928	Module6
1600	DAB1	ms	11.8556701030928	Module6
1740	DLG2	shared	28.3505154639175	Module6
1811	SLC26A3	ulc	5.67010309278351	Module6
1827	RCAN1	ra	3.60824742268041	Module6
1859	DYRK1A	vit	3.60824742268041	Module6
2011	MARK2	sle	7.21649484536082	Module6
2030	SLC29A1	identical	5.67010309278351	Module6
2035	EPB41	grd	1.03092783505155	Module6
2036	EPB41L1	shared	28.3505154639175	Module6
2286	FKBP2	ms	11.8556701030928	Module6
2555	GABRA2	ms	11.8556701030928	Module6
2562	GABRB3	ms	11.8556701030928	Module6
2890	GRIA1	ms	11.8556701030928	Module6
2892	GRIA3	ulc	5.67010309278351	Module6
2903	GRIN2A	pso	16.4948453608247	Module6
2904	GRIN2B	crd	6.70103092783505	Module6
2982	GUCY1A3	ra	3.60824742268041	Module6
3708	ITPR1	t1d	1.03092783505155	Module6
3709	ITPR2	shared	28.3505154639175	Module6
3710	ITPR3	shared	28.3505154639175	Module6
3778	KCNMA1	ms	11.8556701030928	Module6
4137	MAPT	shared	28.3505154639175	Module6
4143	MAT1A	shared	28.3505154639175	Module6
4296	MAP3K11	shared	28.3505154639175	Module6
4607	MYBPC3	ms	11.8556701030928	Module6
4773	NFATC2	pso	16.4948453608247	Module6
4842	NOS1	as	2.57731958762887	Module6
5318	PKP2	pso	16.4948453608247	Module6
5496	PPM1G	crd	6.70103092783505	Module6
5530	PPP3CA	shared	28.3505154639175	Module6
5532	PPP3CB	pso	16.4948453608247	Module6
5592	PRKG1	shared	28.3505154639175	Module6
5593	PRKG2	sle	7.21649484536082	Module6
5607	MAP2K5	shared	28.3505154639175	Module6
5649	RELN	crd	6.70103092783505	Module6
5681	PSKH1	shared	28.3505154639175	Module6
5789	PTPRD	identical	5.67010309278351	Module6
5792	PTPRF	sle	7.21649484536082	Module6
5802	PTPRS	pso	16.4948453608247	Module6
5816	PVALB	shared	28.3505154639175	Module6
6262	RYR2	pso	16.4948453608247	Module6
6263	RYR3	shared	28.3505154639175	Module6
6506	SLC1A2	ms	11.8556701030928	Module6
6546	SLC8A1	shared	28.3505154639175	Module6
6549	SLC9A2	ced	1.03092783505155	Module6
6550	SLC9A3	ulc	5.67010309278351	Module6
6558	SLC12A2	ra	3.60824742268041	Module6
6786	STIM1	pso	16.4948453608247	Module6
6799	SULT1A2	shared	28.3505154639175	Module6
