term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0006812	cation transport	186	68	1.82597684384371e-29	ATP1A2,ATP1B1,ATP1B3,ATP2A1,ATP2A2,ATP2B2,CACNA1A,CACNA1B,CACNA1C,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CAMK2A,CAMK2G,CASQ1,CAV3,DLG2,EPB41,GRIA1,GRIA3,GRIN2A,GRIN2B,ITPR1,ITPR2,ITPR3,KCNMA1,NOS1,PKP2,PPP3CA,RELN,RYR2,RYR3,SLC8A1,SLC9A2,SLC9A3,SLC12A2,STIM1,TRPC4,TRPC6,DYSF,SLC4A4,CACNA1I,CACNA1G,NRXN1,HOMER3,AKAP7,AKAP6,SLC4A7,SLC12A6,KCNMB2,AHCYL1,CHP1,NLGN1,SHANK2,STK39,SHANK1,CAB39,ANO10,CACNA2D3,SLC17A7,SLC12A5,NIPAL1,SYT10,CATSPER3,SLC9A4	GO:BP
GO:0098655	cation transmembrane transport	186	60	3.4018482042547e-29	ATP1A2,ATP1B1,ATP1B3,ATP2A1,ATP2A2,ATP2B2,CACNA1A,CACNA1B,CACNA1C,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CASQ1,CAV3,DLG2,GRIA1,GRIA3,GRIN2A,GRIN2B,ITPR1,ITPR2,ITPR3,KCNMA1,NOS1,RELN,RYR2,RYR3,SLC8A1,SLC9A2,SLC9A3,SLC12A2,STIM1,TRPC4,TRPC6,DYSF,SLC4A4,CACNA1I,CACNA1G,NRXN1,AKAP7,AKAP6,SLC4A7,SLC12A6,KCNMB2,CHP1,NLGN1,SHANK2,STK39,SHANK1,CAB39,ANO10,CACNA2D3,SLC17A7,SLC12A5,NIPAL1,CATSPER3,SLC9A4	GO:BP
GO:0099537	trans-synaptic signaling	186	54	2.6313165487594e-28	ATP1A2,ATP2A2,CACNA1A,CACNA1B,CACNA1E,CACNB1,CACNB2,CAMK2A,DLG2,SLC29A1,GABRA2,GABRB3,GRIA1,GRIN2A,GRIN2B,ITPR3,MAPT,NOS1,PPP3CA,PPP3CB,RELN,PTPRD,PTPRS,SLC1A2,SLC12A2,SYP,SYN3,PPFIA4,PPFIA2,PPFIA3,CACNA1G,BSN,DLGAP2,DLGAP1,NRXN3,NRXN1,AKAP7,RIMS2,SLC12A6,CPLX1,IL1RAPL1,NLGN1,SHANK2,SIPA1L1,NPTN,TMOD2,SHANK1,SLC17A7,SLC12A5,LRFN2,NLGN4X,BTBD9,SYT10,CPLX3	GO:BP
GO:0099536	synaptic signaling	186	54	9.94973124321807e-28	ATP1A2,ATP2A2,CACNA1A,CACNA1B,CACNA1E,CACNB1,CACNB2,CAMK2A,DLG2,SLC29A1,GABRA2,GABRB3,GRIA1,GRIN2A,GRIN2B,ITPR3,MAPT,NOS1,PPP3CA,PPP3CB,RELN,PTPRD,PTPRS,SLC1A2,SLC12A2,SYP,SYN3,PPFIA4,PPFIA2,PPFIA3,CACNA1G,BSN,DLGAP2,DLGAP1,NRXN3,NRXN1,AKAP7,RIMS2,SLC12A6,CPLX1,IL1RAPL1,NLGN1,SHANK2,SIPA1L1,NPTN,TMOD2,SHANK1,SLC17A7,SLC12A5,LRFN2,NLGN4X,BTBD9,SYT10,CPLX3	GO:BP
GO:0030001	metal ion transport	186	58	3.1748503444533e-27	ATP1A2,ATP1B1,ATP1B3,ATP2A1,ATP2A2,ATP2B2,CACNA1A,CACNA1B,CACNA1C,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CAMK2A,CAMK2G,CASQ1,CAV3,EPB41,GRIN2A,GRIN2B,ITPR1,ITPR2,ITPR3,KCNMA1,NOS1,PKP2,PPP3CA,RYR2,RYR3,SLC8A1,SLC9A2,SLC9A3,SLC12A2,STIM1,TRPC4,TRPC6,DYSF,SLC4A4,CACNA1I,CACNA1G,HOMER3,AKAP7,AKAP6,SLC4A7,SLC12A6,KCNMB2,AHCYL1,CHP1,STK39,CAB39,CACNA2D3,SLC17A7,SLC12A5,NIPAL1,CATSPER3,SLC9A4	GO:BP
GO:0098660	inorganic ion transmembrane transport	186	56	1.41404425380052e-26	ATP1A2,ATP1B1,ATP1B3,ATP2A1,ATP2A2,ATP2B2,CACNA1A,CACNA1B,CACNA1C,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CASQ1,CAV3,SLC26A3,GABRA2,GABRB3,GRIN2A,GRIN2B,ITPR1,ITPR2,ITPR3,KCNMA1,NOS1,RYR2,RYR3,SLC8A1,SLC9A2,SLC9A3,SLC12A2,STIM1,TRPC4,TRPC6,DYSF,SLC4A4,CACNA1I,CACNA1G,AKAP7,AKAP6,SLC4A7,SLC12A6,KCNMB2,CHP1,STK39,CAB39,ANO10,CACNA2D3,SLC17A7,SLC12A5,SLC26A6,NIPAL1,CATSPER3,SLC9A4	GO:BP
GO:0007268	chemical synaptic transmission	186	51	5.49847396571618e-26	ATP1A2,ATP2A2,CACNA1A,CACNA1B,CACNA1E,CACNB1,CACNB2,CAMK2A,DLG2,SLC29A1,GABRA2,GABRB3,GRIA1,GRIN2A,GRIN2B,ITPR3,MAPT,PPP3CA,PPP3CB,RELN,PTPRS,SLC1A2,SLC12A2,SYP,SYN3,PPFIA4,PPFIA2,PPFIA3,CACNA1G,BSN,DLGAP2,DLGAP1,NRXN3,NRXN1,AKAP7,RIMS2,SLC12A6,CPLX1,NLGN1,SHANK2,SIPA1L1,NPTN,TMOD2,SHANK1,SLC17A7,SLC12A5,LRFN2,NLGN4X,BTBD9,SYT10,CPLX3	GO:BP
GO:0098916	anterograde trans-synaptic signaling	186	51	5.49847396571618e-26	ATP1A2,ATP2A2,CACNA1A,CACNA1B,CACNA1E,CACNB1,CACNB2,CAMK2A,DLG2,SLC29A1,GABRA2,GABRB3,GRIA1,GRIN2A,GRIN2B,ITPR3,MAPT,PPP3CA,PPP3CB,RELN,PTPRS,SLC1A2,SLC12A2,SYP,SYN3,PPFIA4,PPFIA2,PPFIA3,CACNA1G,BSN,DLGAP2,DLGAP1,NRXN3,NRXN1,AKAP7,RIMS2,SLC12A6,CPLX1,NLGN1,SHANK2,SIPA1L1,NPTN,TMOD2,SHANK1,SLC17A7,SLC12A5,LRFN2,NLGN4X,BTBD9,SYT10,CPLX3	GO:BP
GO:0034220	ion transmembrane transport	186	67	9.05854733583472e-26	ATP1A2,ATP1B1,ATP1B3,ATP2A1,ATP2A2,ATP2B2,CACNA1A,CACNA1B,CACNA1C,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CASQ1,CAV3,DLG2,SLC26A3,SLC29A1,GABRA2,GABRB3,GRIA1,GRIA3,GRIN2A,GRIN2B,ITPR1,ITPR2,ITPR3,KCNMA1,NOS1,RELN,RYR2,RYR3,SLC1A2,SLC8A1,SLC9A2,SLC9A3,SLC12A2,STIM1,TRPC4,TRPC6,DYSF,SLC4A4,CACNA1I,CACNA1G,NRXN1,AKAP7,AKAP6,SLC4A7,SLC12A6,KCNMB2,AHCYL1,CHP1,NLGN1,SHANK2,STK39,SHANK1,CAB39,ANO10,CACNA2D3,SLC17A7,SLC12A5,SLC26A6,NIPAL1,CATSPER3,SLC9A4	GO:BP
GO:0098662	inorganic cation transmembrane transport	186	51	2.45301412414893e-24	ATP1A2,ATP1B1,ATP1B3,ATP2A1,ATP2A2,ATP2B2,CACNA1A,CACNA1B,CACNA1C,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CASQ1,CAV3,GRIN2A,GRIN2B,ITPR1,ITPR2,ITPR3,KCNMA1,NOS1,RYR2,RYR3,SLC8A1,SLC9A2,SLC9A3,SLC12A2,STIM1,TRPC4,TRPC6,DYSF,SLC4A4,CACNA1I,CACNA1G,AKAP7,AKAP6,SLC4A7,SLC12A6,KCNMB2,CHP1,STK39,CAB39,CACNA2D3,SLC17A7,SLC12A5,NIPAL1,CATSPER3,SLC9A4	GO:BP
