term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0030198	extracellular matrix organization	171	39	2.67394488006833e-25	ADAM10,CD47,COL4A2,COL4A5,COL8A1,COL11A2,COL19A1,FBN1,TNC,IBSP,ITGA2,ITGA4,ITGA5,ITGA9,ITGAL,ITGAM,ITGAX,ITGB4,ITGB5,LAMB1,LAMC1,MFAP2,P4HA1,ICAM5,TLL1,TLL2,TNR,TNXB,COL14A1,ITGA8,CRTAP,FBLN5,EFEMP2,MMP25,VWA1,LOXL3,COL27A1,COL23A1,COL28A1	GO:BP
GO:0043062	extracellular structure organization	171	39	2.67394488006833e-25	ADAM10,CD47,COL4A2,COL4A5,COL8A1,COL11A2,COL19A1,FBN1,TNC,IBSP,ITGA2,ITGA4,ITGA5,ITGA9,ITGAL,ITGAM,ITGAX,ITGB4,ITGB5,LAMB1,LAMC1,MFAP2,P4HA1,ICAM5,TLL1,TLL2,TNR,TNXB,COL14A1,ITGA8,CRTAP,FBLN5,EFEMP2,MMP25,VWA1,LOXL3,COL27A1,COL23A1,COL28A1	GO:BP
GO:0002263	cell activation involved in immune response	171	47	1.05617472008924e-23	ADAM10,APEH,CD80,CD36,CD40,CD47,CD58,CD81,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,CD46,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,TNFSF4,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,LOXL3,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002366	leukocyte activation involved in immune response	171	47	1.05617472008924e-23	ADAM10,APEH,CD80,CD36,CD40,CD47,CD58,CD81,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,CD46,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,TNFSF4,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,LOXL3,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0043312	neutrophil degranulation	171	40	1.15615268019941e-23	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002283	neutrophil activation involved in immune response	171	40	1.21975560532048e-23	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002446	neutrophil mediated immunity	171	40	2.44827557059329e-23	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0042119	neutrophil activation	171	40	2.49490288535849e-23	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0036230	granulocyte activation	171	40	3.75999044566806e-23	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002275	myeloid cell activation involved in immune response	171	41	6.33700107487395e-23	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0043299	leukocyte degranulation	171	40	3.10383297726596e-22	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002443	leukocyte mediated immunity	171	49	4.18666383340562e-22	ADAM10,APEH,C2,C4A,C4B,CD36,CD40,CD47,CD58,CD70,CD81,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,CD46,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,TNFSF4,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D,CLEC12B	GO:BP
GO:0002444	myeloid leukocyte mediated immunity	171	40	8.41736862486118e-22	ADAM10,APEH,CD36,CD47,CD58,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002274	myeloid leukocyte activation	171	43	1.27505757877731e-21	ADAM10,AIF1,APEH,CD36,CD47,CD58,CHRNB4,CSF1,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0045321	leukocyte activation	171	57	9.71021181554955e-21	ADAM10,AIF1,APEH,CD5,CD6,CD80,CD36,CD40,CD47,CD58,CD70,CD81,CHRNA7,CHRNB2,CHRNB4,CSF1,CTLA4,CYBA,FCAR,HMOX2,ITGA4,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,CD46,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,TNFSF4,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,LOXL3,ORMDL3,SLC15A4,NFAM1,CLEC4D,LGALS9C	GO:BP
GO:0045055	regulated exocytosis	171	44	1.14657882369127e-19	ADAM10,APEH,APLP2,CD36,CD47,CD58,CHRNB2,CHRNB4,CYBA,F5,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,MANBA,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,SCG3,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,ORMDL3,SLC15A4,NFAM1,CLEC4D	GO:BP
GO:0002252	immune effector process	171	54	6.00709894780653e-19	ADAM10,APEH,C2,C4A,C4B,CD80,CD36,CD40,CD47,CD58,CD70,CD81,CHRNB4,CYBA,FCAR,HMOX2,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,CD46,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,TNFSF4,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,COLEC10,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,LOXL3,ORMDL3,SLC15A4,ZPBP2,NFAM1,CLEC4D,CLEC12B	GO:BP
GO:0001775	cell activation	171	57	2.15534600902858e-18	ADAM10,AIF1,APEH,CD5,CD6,CD80,CD36,CD40,CD47,CD58,CD70,CD81,CHRNA7,CHRNB2,CHRNB4,CSF1,CTLA4,CYBA,FCAR,HMOX2,ITGA4,ITGAL,ITGAM,ITGAX,LAMP1,LBP,MANBA,CD46,MGST1,PLAU,DNAJC3,PTPRJ,RAP1A,SLC2A3,TNFSF4,KCNAB2,DGAT1,STBD1,SYNGR1,TOM1,CKAP4,ATP11A,NCSTN,LAMTOR2,RAB14,SLC44A2,TMBIM1,MMP25,ATP8B4,TSPAN14,CYSTM1,LOXL3,ORMDL3,SLC15A4,NFAM1,CLEC4D,LGALS9C	GO:BP
