term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0000278	mitotic cell cycle	204	67	7.8762622107095e-29	BIRC5,BUB1B,CDC25A,CDC25B,CDKN3,HSP90AA1,LRP5,MCM6,ORC4,PCNT,PPP2CA,PPP2R5C,PRIM2,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,RAD21,RRM1,CLIP1,TNF,ALMS1,FZD3,MAD1L1,CDC14A,TNKS,PTTG1,CEP57,CKAP5,SFI1,NCAPD2,STAG1,STAG2,CNTRL,FGFR1OP,MAPRE1,NINL,PDS5B,TTC28,CLASP1,ORC3,POLA2,TUBG2,GMNN,NUSAP1,HAUS4,CEP72,CDK5RAP2,PBK,TEX14,TAOK1,MARK4,MIS12,NEK11,CEP76,CCNB3,TICRR,CEP41,CNTROB,CENPW,RAD21L1	GO:BP
GO:1903047	mitotic cell cycle process	204	60	2.02701911174093e-26	BIRC5,BUB1B,CDC25A,CDC25B,CDKN3,HSP90AA1,LRP5,MCM6,ORC4,PCNT,PPP2CA,PPP2R5C,PRIM2,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,RAD21,ALMS1,MAD1L1,CDC14A,TNKS,PTTG1,CEP57,CKAP5,SFI1,NCAPD2,STAG1,STAG2,CNTRL,FGFR1OP,MAPRE1,NINL,PDS5B,CLASP1,ORC3,POLA2,TUBG2,GMNN,NUSAP1,HAUS4,CEP72,CDK5RAP2,TEX14,TAOK1,MARK4,MIS12,NEK11,CEP76,CCNB3,TICRR,CEP41,CNTROB,RAD21L1	GO:BP
GO:0007049	cell cycle	204	83	2.91049773606682e-26	BIRC5,BUB1B,CDC25A,CDC25B,CDKN3,CSNK1A1,GLI1,HSP90AA1,LRP6,LRP5,MCM6,ORC4,PCNT,PPP2CA,PPP2R5C,PRIM2,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,RAD21,RRM1,CLIP1,TNF,EVI5,ALMS1,FZD3,MAD1L1,CDC14A,TNKS,PTTG1,CEP57,CKAP5,SFI1,NCAPD2,STAG1,STAG2,CNTRL,FGFR1OP,OIP5,MAPRE1,NINL,PDS5B,TTC28,CLASP1,ORC3,POLA2,AHCTF1,TUBG2,GMNN,NIN,NUSAP1,WNT4,MOV10L1,CNTLN,HAUS4,CEP72,CDK5RAP2,PBK,TEX14,TAOK1,MARK4,MIS12,NEK11,CEP76,CCNB3,TICRR,CEP41,ESCO1,CNTROB,TDRD9,POC5,PIWIL4,CDCA2,ASPM,CENPW,RAD21L1	GO:BP
GO:0010389	regulation of G2/M transition of mitotic cell cycle	204	32	9.4372399527944e-25	CDC25A,CDC25B,HSP90AA1,PCNT,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,RAD21,ALMS1,CEP57,CKAP5,SFI1,CNTRL,FGFR1OP,MAPRE1,NINL,CLASP1,HAUS4,CEP72,CDK5RAP2,TAOK1,CEP76,CCNB3,TICRR,CEP41	GO:BP
GO:0097711	ciliary basal body-plasma membrane docking	204	25	9.4372399527944e-25	HSP90AA1,PCNT,ALMS1,IQCB1,CEP57,CKAP5,SFI1,CNTRL,FGFR1OP,MAPRE1,NINL,RPGRIP1L,CLASP1,B9D1,CEP83,TMEM216,AHI1,HAUS4,CEP72,CDK5RAP2,MARK4,CEP76,CEP89,FBF1,CEP41	GO:BP
GO:0022402	cell cycle process	204	70	3.15177281023588e-24	BIRC5,BUB1B,CDC25A,CDC25B,CDKN3,GLI1,HSP90AA1,LRP5,MCM6,ORC4,PCNT,PPP2CA,PPP2R5C,PRIM2,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,RAD21,ALMS1,MAD1L1,CDC14A,TNKS,PTTG1,CEP57,CKAP5,SFI1,NCAPD2,STAG1,STAG2,CNTRL,FGFR1OP,MAPRE1,NINL,PDS5B,CLASP1,ORC3,POLA2,AHCTF1,TUBG2,GMNN,NIN,NUSAP1,WNT4,MOV10L1,CNTLN,HAUS4,CEP72,CDK5RAP2,TEX14,TAOK1,MARK4,MIS12,NEK11,CEP76,CCNB3,TICRR,CEP41,ESCO1,CNTROB,TDRD9,ASPM,CENPW,RAD21L1	GO:BP
GO:0060271	cilium assembly	204	40	4.88472286399279e-24	HSP90AA1,PCNT,ALMS1,CDC14A,IQCB1,CEP57,CKAP5,SFI1,CNTRL,FGFR1OP,MAPRE1,NINL,CLUAP1,SYNE2,RPGRIP1L,CLASP1,LRRC6,B9D1,CEP83,TMEM216,DYNC2LI1,CFAP46,AHI1,HAUS4,IFT57,CEP72,CDK5RAP2,VANGL2,MARK4,DYNC2H1,TTC21B,CEP76,CEP89,FBF1,CEP41,CNTROB,CFAP54,CFAP221,TMEM17,DNAAF3	GO:BP
GO:0060070	canonical Wnt signaling pathway	204	38	5.65921800212844e-24	CSNK1A1,GLI1,GLI3,GSK3B,LRP6,LRP5,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,SFRP4,WNT3,FZD3,AXIN1,FZD6,LGR5,TNKS,LIMD1,USP34,HECW1,DKK2,WNT4,LGR4,LGR6,TTC21B,WLS,TNKS2,KREMEN1,ZNRF3,CTHRC1,PRICKLE1,ASPM	GO:BP
GO:1902749	regulation of cell cycle G2/M phase transition	204	32	7.33832425108494e-24	CDC25A,CDC25B,HSP90AA1,PCNT,PSMA1,PSMA5,PSMA6,PSMB7,PSMB9,PSMB10,PSMC3,PSMD3,PSMD4,PSMD5,RAD21,ALMS1,CEP57,CKAP5,SFI1,CNTRL,FGFR1OP,MAPRE1,NINL,CLASP1,HAUS4,CEP72,CDK5RAP2,TAOK1,CEP76,CCNB3,TICRR,CEP41	GO:BP
GO:0044782	cilium organization	204	40	2.2900684808155e-23	HSP90AA1,PCNT,ALMS1,CDC14A,IQCB1,CEP57,CKAP5,SFI1,CNTRL,FGFR1OP,MAPRE1,NINL,CLUAP1,SYNE2,RPGRIP1L,CLASP1,LRRC6,B9D1,CEP83,TMEM216,DYNC2LI1,CFAP46,AHI1,HAUS4,IFT57,CEP72,CDK5RAP2,VANGL2,MARK4,DYNC2H1,TTC21B,CEP76,CEP89,FBF1,CEP41,CNTROB,CFAP54,CFAP221,TMEM17,DNAAF3	GO:BP
