term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0044281	small molecule metabolic process	163	92	1.28674198944761e-43	ABAT,ACACB,ACADS,ACO2,ACOX1,ADH4,ADSS,ALDH2,AMT,BCKDHB,BTD,CAD,ENTPD1,CPT1B,CYP2D6,CYP2E1,DHFR,DLD,DPYD,TYMP,ENO1,ESD,ETFA,FUT8,GCH1,GFPT1,GMDS,HSD17B4,LDHB,LDHC,MPI,MTHFR,NOS2,PC,PCCA,PCCB,PDHB,PEX7,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,PMM1,PMM2,ABCD3,SCP2,SDHB,SHMT1,TALDO1,TH,UCK2,PDHX,ACOX2,DDO,AGPS,SLC25A12,FADS2,GFPT2,GNPDA1,SLC25A13,NME6,BCKDK,ECI2,SLC25A17,ME3,RPIA,PASK,ACSBG1,ACSL6,MTHFD1L,PHGDH,PPA2,GMPPB,NT5C,CD244,CROT,PGM2,FAR2,ECHDC1,ACSS2,SCPEP1,SLC25A19,LHPP,RBKS,VKORC1,CYP2U1,ACSM1,CPT1C,AK9,IDNK	GO:BP
GO:0019752	carboxylic acid metabolic process	163	64	2.83635656129935e-34	ABAT,ACACB,ACADS,ACO2,ACOX1,ADH4,ADSS,AMT,BTD,CAD,CPT1B,CYP2D6,CYP2E1,DHFR,DLD,DPYD,ENO1,ETFA,GFPT1,HSD17B4,LDHB,LDHC,MTHFR,NOS2,PC,PCCA,PCCB,PDHB,PEX7,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,ABCD3,SCP2,SDHB,SHMT1,TH,PDHX,ACOX2,DDO,SLC25A12,FADS2,GFPT2,GNPDA1,BCKDK,ECI2,SLC25A17,ME3,ACSBG1,ACSL6,MTHFD1L,PHGDH,PPA2,CROT,ECHDC1,ACSS2,SCPEP1,CYP2U1,ACSM1,CPT1C,IDNK	GO:BP
GO:0006082	organic acid metabolic process	163	65	7.71946399277424e-34	ABAT,ACACB,ACADS,ACO2,ACOX1,ADH4,ADSS,AMT,BCKDHB,BTD,CAD,CPT1B,CYP2D6,CYP2E1,DHFR,DLD,DPYD,ENO1,ETFA,GFPT1,HSD17B4,LDHB,LDHC,MTHFR,NOS2,PC,PCCA,PCCB,PDHB,PEX7,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,ABCD3,SCP2,SDHB,SHMT1,TH,PDHX,ACOX2,DDO,SLC25A12,FADS2,GFPT2,GNPDA1,BCKDK,ECI2,SLC25A17,ME3,ACSBG1,ACSL6,MTHFD1L,PHGDH,PPA2,CROT,ECHDC1,ACSS2,SCPEP1,CYP2U1,ACSM1,CPT1C,IDNK	GO:BP
GO:0006091	generation of precursor metabolites and energy	163	50	8.47715348616866e-34	ACO2,ACOX1,ADH4,ALDH2,COX10,DLD,ENO1,ETFA,GFPT1,IDE,MAOB,NDUFA10,NDUFS3,NDUFS4,NDUFS8,NDUFV3,NOS2,PDHB,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,SDHB,TALDO1,SLC25A12,SUCLG1,GFPT2,SCO2,GNPDA1,SLC25A13,ME3,RPIA,PASK,PHGDH,UQCR10,DMGDH,NDUFAF1,CHCHD2,CROT,PGM2,ACSS2,NDUFA4L2,RBKS,UQCC2,NDUFAF2,ACSM1,PDE12,AK9	GO:BP
GO:0043436	oxoacid metabolic process	163	64	8.47715348616866e-34	ABAT,ACACB,ACADS,ACO2,ACOX1,ADH4,ADSS,AMT,BTD,CAD,CPT1B,CYP2D6,CYP2E1,DHFR,DLD,DPYD,ENO1,ETFA,GFPT1,HSD17B4,LDHB,LDHC,MTHFR,NOS2,PC,PCCA,PCCB,PDHB,PEX7,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,ABCD3,SCP2,SDHB,SHMT1,TH,PDHX,ACOX2,DDO,SLC25A12,FADS2,GFPT2,GNPDA1,BCKDK,ECI2,SLC25A17,ME3,ACSBG1,ACSL6,MTHFD1L,PHGDH,PPA2,CROT,ECHDC1,ACSS2,SCPEP1,CYP2U1,ACSM1,CPT1C,IDNK	GO:BP
GO:0044282	small molecule catabolic process	163	43	7.09140054484874e-30	ABAT,ACACB,ACADS,ACOX1,ADH4,ALDH2,AMT,BCKDHB,ENTPD1,CPT1B,DLD,DPYD,TYMP,ENO1,ESD,ETFA,FUT8,HSD17B4,NOS2,PCCA,PCCB,PEX7,PFKM,PGD,PGM1,PKLR,ABCD3,SCP2,SHMT1,ACOX2,DDO,SLC25A12,GNPDA1,BCKDK,ECI2,SLC25A17,NT5C,CROT,PGM2,ECHDC1,RBKS,CPT1C,IDNK	GO:BP
GO:0032787	monocarboxylic acid metabolic process	163	48	8.39791843205522e-28	ABAT,ACACB,ACADS,ACOX1,ADH4,BTD,CPT1B,CYP2D6,CYP2E1,DLD,ENO1,ETFA,HSD17B4,LDHB,LDHC,PC,PCCA,PCCB,PDHB,PEX7,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,ABCD3,SCP2,TH,PDHX,ACOX2,SLC25A12,FADS2,ECI2,SLC25A17,ME3,ACSBG1,ACSL6,MTHFD1L,PHGDH,CROT,ECHDC1,ACSS2,SCPEP1,CYP2U1,ACSM1,CPT1C,IDNK	GO:BP
GO:0055114	oxidation-reduction process	163	45	1.4079173791916e-22	ACADS,ACOX1,ADH4,ALDH2,ALDH9A1,BCKDHB,CYP2D6,CYP2E1,DHFR,DLD,DPYD,ETFA,FMO3,HSD17B4,LDHB,LDHC,MAOB,MTHFR,NDUFA10,NDUFS3,NDUFS4,NDUFS8,NDUFV3,NOS2,PDHB,PGD,SDHB,TH,ACOX2,DDO,AGPS,FADS2,SCO2,ME3,MTHFD1L,PHGDH,UQCR10,DMGDH,TMLHE,FAR2,VKORC1,FTO,NDUFAF5,DHRS11,CYP2U1	GO:BP
GO:0055086	nucleobase-containing small molecule metabolic process	163	41	1.71442335802687e-21	ACACB,ADSS,CAD,ENTPD1,DLD,DPYD,TYMP,ENO1,FUT8,GFPT1,GMDS,HSD17B4,LDHC,MPI,NOS2,PDHB,PFKFB3,PFKFB4,PFKM,PGM1,PKLR,PMM1,PMM2,SHMT1,UCK2,PDHX,SLC25A12,GFPT2,GNPDA1,SLC25A13,NME6,ACSBG1,ACSL6,GMPPB,NT5C,CROT,FAR2,ACSS2,LHPP,ACSM1,AK9	GO:BP
GO:0016054	organic acid catabolic process	163	28	9.33002661941016e-20	ABAT,ACACB,ACADS,ACOX1,AMT,BCKDHB,CPT1B,DLD,ETFA,HSD17B4,NOS2,PCCA,PCCB,PEX7,PGD,ABCD3,SCP2,SHMT1,ACOX2,DDO,GNPDA1,BCKDK,ECI2,SLC25A17,CROT,ECHDC1,CPT1C,IDNK	GO:BP
GO:0015980	energy derivation by oxidation of organic compounds	163	29	9.40526015297783e-20	ACO2,COX10,DLD,ETFA,GFPT1,IDE,NDUFA10,NDUFS3,NDUFS4,NDUFS8,NDUFV3,NOS2,PDHB,PFKM,PGM1,SDHB,SLC25A12,SUCLG1,GFPT2,SCO2,SLC25A13,ME3,PASK,UQCR10,NDUFAF1,CHCHD2,PGM2,NDUFAF2,ACSM1	GO:BP
GO:0046395	carboxylic acid catabolic process	163	27	2.03373255983765e-19	ABAT,ACACB,ACADS,ACOX1,AMT,CPT1B,DLD,ETFA,HSD17B4,NOS2,PCCA,PCCB,PEX7,PGD,ABCD3,SCP2,SHMT1,ACOX2,DDO,GNPDA1,BCKDK,ECI2,SLC25A17,CROT,ECHDC1,CPT1C,IDNK	GO:BP
GO:0044237	cellular metabolic process	163	150	3.32390533476582e-18	ABAT,ACACB,ACADS,ACHE,ACO2,ACOX1,ADH4,ADSS,ALDH2,ALDH9A1,AMT,ATP6V1B2,ATP6V1E1,ATP6V1G2,BCKDHB,BTD,CAD,ENTPD1,CHKB,COX10,CPT1B,CYP2D6,CYP2E1,DHFR,DLD,DPYD,TYMP,ENO1,ESD,ETFA,FMO3,FUT8,GCH1,GFPT1,GMDS,HHEX,HSD17B4,IDE,LDHB,LDHC,MAOB,MGAT3,MGAT5,MOCS1,MPI,MTHFR,NDUFA10,NDUFS3,NDUFS4,NDUFS8,NDUFV3,NFKBIL1,NOS2,PC,PCCA,PCCB,PDHB,PEX7,PEX14,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PIN4,PKLR,PMM1,PMM2,PNMT,ABCD3,SCP2,SDHB,SHMT1,TALDO1,TFCP2,TH,UCK2,PDHX,ACOX2,DDO,AGPS,SLC25A12,SUCLG1,FUBP1,ATP6V0E1,FADS2,GFPT2,SCO2,GNPDA1,SLC25A13,NME6,BCKDK,BASP1,ECI2,SLC25A17,ME3,FERMT2,WDR6,TREH,PLA2R1,RPIA,PASK,ACSBG1,ACSL6,MTCH1,MTHFD1L,PHGDH,PPA2,UQCR10,GMPPB,DMGDH,NT5C,NDUFAF1,CHCHD2,ATP6V1H,CD244,CROT,CDKAL1,TMLHE,UQCC1,PGM2,FAR2,ECHDC1,ACSS2,NDUFA4L2,CAMK1D,ZNF410,SCPEP1,SLC25A19,THADA,LHPP,RBKS,ETNPPL,VKORC1,FTO,NDUFAF5,DHRS11,ZNF668,UQCC2,RFT1,NDUFAF2,CYP2U1,ACSM1,MTFMT,CPT1C,FUT11,PDE12,AK9,JAZF1,IDNK	GO:BP
GO:1901135	carbohydrate derivative metabolic process	163	48	1.10155691872074e-17	ACACB,ADSS,CAD,DLD,DPYD,TYMP,ENO1,FUT8,GFPT1,GMDS,HSD17B4,LDHC,MGAT3,MGAT5,MPI,PDHB,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,PMM1,PMM2,SHMT1,TALDO1,TH,UCK2,PDHX,SLC25A12,GFPT2,GNPDA1,SLC25A13,NME6,RPIA,ACSBG1,ACSL6,GMPPB,NT5C,CROT,PGM2,FAR2,ACSS2,RBKS,RFT1,ACSM1,FUT11,AK9	GO:BP
GO:0045333	cellular respiration	163	22	6.08493806253939e-16	ACO2,COX10,DLD,ETFA,IDE,NDUFA10,NDUFS3,NDUFS4,NDUFS8,NDUFV3,NOS2,PDHB,SDHB,SLC25A12,SUCLG1,SCO2,SLC25A13,ME3,UQCR10,NDUFAF1,CHCHD2,NDUFAF2	GO:BP
GO:0072329	monocarboxylic acid catabolic process	163	19	1.52820674230091e-15	ACACB,ACADS,ACOX1,CPT1B,ETFA,HSD17B4,PCCA,PCCB,PEX7,PGD,ABCD3,SCP2,ACOX2,ECI2,SLC25A17,CROT,ECHDC1,CPT1C,IDNK	GO:BP
GO:0019637	organophosphate metabolic process	163	43	1.91767998021662e-15	ACACB,ACHE,ADSS,CAD,CHKB,DLD,ENO1,GCH1,GFPT1,HSD17B4,LDHC,MOCS1,NOS2,PDHB,PFKFB3,PFKFB4,PFKM,PGD,PGM1,PKLR,SCP2,SHMT1,TALDO1,UCK2,PDHX,SLC25A12,GFPT2,SLC25A13,NME6,RPIA,ACSBG1,ACSL6,NT5C,CD244,CROT,PGM2,FAR2,ACSS2,LHPP,RBKS,ETNPPL,ACSM1,AK9	GO:BP
GO:0006631	fatty acid metabolic process	163	28	6.30652696887492e-15	ACACB,ACADS,ACOX1,ADH4,CPT1B,CYP2D6,CYP2E1,DLD,ETFA,HSD17B4,PCCA,PCCB,PEX7,ABCD3,SCP2,TH,ACOX2,FADS2,ECI2,SLC25A17,ACSBG1,ACSL6,CROT,ECHDC1,ACSS2,CYP2U1,ACSM1,CPT1C	GO:BP
GO:0044283	small molecule biosynthetic process	163	35	9.41352233742354e-15	ABAT,ACACB,CAD,CYP2D6,CYP2E1,DHFR,DPYD,TYMP,ENO1,GCH1,HSD17B4,LDHC,MTHFR,PC,PCCB,PGD,PGM1,PKLR,ABCD3,SCP2,SHMT1,TALDO1,UCK2,ACOX2,SLC25A12,FADS2,SLC25A13,NME6,ACSBG1,MTHFD1L,PHGDH,NT5C,CD244,ACSS2,ACSM1	GO:BP
GO:0009062	fatty acid catabolic process	163	17	1.28154981139893e-14	ACACB,ACADS,ACOX1,CPT1B,ETFA,HSD17B4,PCCA,PCCB,PEX7,ABCD3,SCP2,ACOX2,ECI2,SLC25A17,CROT,ECHDC1,CPT1C	GO:BP
GO:0019395	fatty acid oxidation	163	17	1.43499582493865e-14	ACACB,ACADS,ACOX1,ADH4,CPT1B,ETFA,HSD17B4,PEX7,ABCD3,SCP2,ACOX2,ECI2,SLC25A17,CROT,ECHDC1,ACSM1,CPT1C	GO:BP
