term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0016192	vesicle-mediated transport	118	67	6.14699706259407e-28	AP2A2,AMPH,LYST,DGKQ,DNM2,FCGR3A,GAK,GSN,HIP1,HPS1,M6PR,MYO5A,MYO5B,PIK3C2A,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,SH3GL3,WIPF1,SNX3,RABEP1,VAMP3,RPH3AL,TBC1D5,FCHSD2,AP1M2,ARPC5,ARPC1B,ARPC2,FLOT1,ARPC1A,AP3M2,CORO1A,AAK1,EXPH5,GGA3,ATP13A2,CORO1C,CYFIP2,SNX5,PACSIN3,EPN1,SH3KBP1,ITSN2,NCKIPSD,RAB8B,RAB24,FNBP1L,SPIRE1,EPS15L1,SNX6,DTNBP1,SGIP1,SPIRE2,REPS1,AP5B1,DNER,SYTL3,VPS26B,LRRK2,SYT9,ENTHD1,SNX32,BLOC1S2	GO:BP
GO:0061024	membrane organization	118	37	5.2255882910505e-16	AP2A2,AMPH,DNM2,FLOT2,GAK,GSN,HIP1,IL7R,M6PR,PIK3C2A,ITSN1,SNX3,RABEP1,VAMP3,FCHSD2,ARPC5,ARPC2,FLOT1,ARPC1A,CORO1A,AAK1,ATP13A2,CORO1C,MYOF,PACSIN3,EPN1,SH3KBP1,RAB8B,FNBP1L,SPIRE1,EPS15L1,SGIP1,SPIRE2,REPS1,SYT9,RILPL2,BLOC1S2	GO:BP
GO:0006897	endocytosis	118	32	8.808909082503e-16	AP2A2,AMPH,DGKQ,DNM2,GAK,GSN,HIP1,M6PR,PIK3C2A,RAB5B,RAB27B,RAB5C,ITSN1,SH3GL3,RABEP1,TBC1D5,FCHSD2,FLOT1,AP3M2,AAK1,SNX5,PACSIN3,EPN1,SH3KBP1,ITSN2,FNBP1L,EPS15L1,SGIP1,REPS1,DNER,LRRK2,ENTHD1	GO:BP
GO:0051234	establishment of localization	118	81	1.98947054706129e-15	AP2A2,AMPH,CFL1,LYST,DGKQ,DNM2,DPP6,FCGR3A,FLOT2,GAK,GSN,HIP1,HPS1,M6PR,MYO5A,MYO5B,PIK3C2A,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,SH3GL3,TACR1,TESK1,TPD52,WIPF1,SNX3,RABEP1,VAMP3,RPH3AL,TBC1D5,FCHSD2,AP1M2,ARPC5,ARPC1B,ARPC2,FLOT1,ARPC1A,AP3M2,CORO1A,AAK1,RPH3A,EXPH5,GGA3,ATP13A2,CORO1C,CYFIP2,SNX5,PACSIN3,EPN1,SH3KBP1,ITSN2,NCKIPSD,RAB23,RAB8B,RAB24,FNBP1L,SPIRE1,UNC79,EPS15L1,SNX6,DTNBP1,SGIP1,SPIRE2,REPS1,AP5B1,DNER,SYTL3,VPS26B,BORCS5,LRRK2,SYT9,ENTHD1,RILPL2,SNX32,NALCN,BLOC1S2,UNC80,FAM155A	GO:BP
GO:0006810	transport	118	79	7.63521029305268e-15	AP2A2,AMPH,LYST,DGKQ,DNM2,DPP6,FCGR3A,FLOT2,GAK,GSN,HIP1,HPS1,M6PR,MYO5A,MYO5B,PIK3C2A,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,SH3GL3,TACR1,TPD52,WIPF1,SNX3,RABEP1,VAMP3,RPH3AL,TBC1D5,FCHSD2,AP1M2,ARPC5,ARPC1B,ARPC2,FLOT1,ARPC1A,AP3M2,CORO1A,AAK1,RPH3A,EXPH5,GGA3,ATP13A2,CORO1C,CYFIP2,SNX5,PACSIN3,EPN1,SH3KBP1,ITSN2,NCKIPSD,RAB23,RAB8B,RAB24,FNBP1L,SPIRE1,UNC79,EPS15L1,SNX6,DTNBP1,SGIP1,SPIRE2,REPS1,AP5B1,DNER,SYTL3,VPS26B,BORCS5,LRRK2,SYT9,ENTHD1,RILPL2,SNX32,NALCN,BLOC1S2,UNC80,FAM155A	GO:BP
GO:0051179	localization	118	90	1.85294737830301e-14	AP2A2,AMPH,CFL1,LYST,DGKQ,DNM2,DPP6,FCGR3A,FLOT2,GAK,GSN,HIP1,HPS1,M6PR,MYO5A,MYO5B,PIK3C2A,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,SH3GL3,TACR1,TESK1,TPD52,WIPF1,SNX3,ADAM15,TNFRSF18,TNFSF18,RABEP1,LGI1,VAMP3,LPXN,RPH3AL,TBC1D5,FCHSD2,AP1M2,ARPC5,ARPC1B,ARPC2,FLOT1,ARPC1A,AP3M2,CORO1A,AAK1,RPH3A,EXPH5,LRCH1,GGA3,ATP13A2,CORO1C,CYFIP2,SNX5,PACSIN3,EPN1,SH3KBP1,ITSN2,NCKIPSD,RAB23,RAB8B,RAB24,BORCS6,FNBP1L,SLF2,SPIRE1,UNC79,EPS15L1,SNX6,DTNBP1,SGIP1,SPIRE2,REPS1,AP5B1,DNER,SYTL3,VPS26B,BORCS5,LRRK2,SYT9,ENTHD1,RILPL2,SNX32,NALCN,BLOC1S2,UNC80,SH3PXD2B,FAM155A	GO:BP
GO:0046907	intracellular transport	118	45	6.31768118136743e-14	AP2A2,LYST,FLOT2,GAK,M6PR,MYO5A,MYO5B,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,SNX3,VAMP3,RPH3AL,TBC1D5,AP1M2,AP3M2,CORO1A,RPH3A,EXPH5,GGA3,ATP13A2,CORO1C,SNX5,ITSN2,RAB23,RAB8B,RAB24,FNBP1L,SPIRE1,EPS15L1,SNX6,DTNBP1,SPIRE2,REPS1,AP5B1,SYTL3,VPS26B,BORCS5,LRRK2,RILPL2,SNX32,BLOC1S2	GO:BP
GO:0072583	clathrin-dependent endocytosis	118	11	1.95073589534988e-12	AP2A2,DNM2,GAK,HIP1,ITSN1,SH3GL3,FCHSD2,AAK1,ITSN2,FNBP1L,SGIP1	GO:BP
GO:0051641	cellular localization	118	61	2.10890772538717e-12	AP2A2,AMPH,CFL1,LYST,DGKQ,DNM2,DPP6,FLOT2,GAK,GSN,M6PR,MYO5A,MYO5B,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,TESK1,SNX3,RABEP1,LGI1,VAMP3,RPH3AL,TBC1D5,AP1M2,ARPC5,FLOT1,AP3M2,CORO1A,RPH3A,EXPH5,GGA3,ATP13A2,CORO1C,SNX5,ITSN2,RAB23,RAB8B,RAB24,BORCS6,FNBP1L,SLF2,SPIRE1,EPS15L1,SNX6,DTNBP1,SPIRE2,REPS1,AP5B1,SYTL3,VPS26B,BORCS5,LRRK2,SYT9,RILPL2,SNX32,BLOC1S2,SH3PXD2B,FAM155A	GO:BP
GO:0051649	establishment of localization in cell	118	54	2.65494683102384e-12	AP2A2,AMPH,CFL1,LYST,DGKQ,DNM2,FLOT2,GAK,GSN,M6PR,MYO5A,MYO5B,RAB2A,RAB5B,RAB27A,RAB27B,RAB5C,ITSN1,TESK1,SNX3,VAMP3,RPH3AL,TBC1D5,AP1M2,ARPC5,AP3M2,CORO1A,RPH3A,EXPH5,GGA3,ATP13A2,CORO1C,SNX5,ITSN2,RAB23,RAB8B,RAB24,FNBP1L,SPIRE1,EPS15L1,SNX6,DTNBP1,SPIRE2,REPS1,AP5B1,SYTL3,VPS26B,BORCS5,LRRK2,SYT9,RILPL2,SNX32,BLOC1S2,FAM155A	GO:BP
