term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0006024	glycosaminoglycan biosynthetic process	77	15	7.79095971652822e-16	EXT1,GPC5,HS2ST1,SDC3,HS3ST2,GPC6,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0006023	aminoglycan biosynthetic process	77	15	1.04236257221867e-15	EXT1,GPC5,HS2ST1,SDC3,HS3ST2,GPC6,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0030203	glycosaminoglycan metabolic process	77	16	3.1792040800858e-15	EXT1,GPC5,HS2ST1,SDC3,HS3ST2,GPC6,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,HPSE2,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0006022	aminoglycan metabolic process	77	16	9.38872361357312e-15	EXT1,GPC5,HS2ST1,SDC3,HS3ST2,GPC6,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,HPSE2,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0030166	proteoglycan biosynthetic process	77	12	1.49614934817027e-14	EXT1,EXTL3,HS2ST1,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0006029	proteoglycan metabolic process	77	13	2.40551616204222e-14	EXT1,EXTL3,HS2ST1,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,SULF2,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0046486	glycerolipid metabolic process	77	19	5.25683901323634e-12	DAGLA,LIPC,DGKD,DGKI,PEMT,AGPAT1,MGLL,LPIN1,ABHD5,AGPAT4,CHPT1,ABHD6,GPAM,LPIN3,MBOAT7,PTDSS2,DAGLB,LCLAT1,PNPLA1	GO:BP
GO:0006639	acylglycerol metabolic process	77	13	7.38658061614888e-12	DAGLA,LIPC,DGKD,DGKI,MGLL,LPIN1,ABHD5,ABHD6,GPAM,LPIN3,MBOAT7,DAGLB,PNPLA1	GO:BP
GO:0006638	neutral lipid metabolic process	77	13	7.38658061614888e-12	DAGLA,LIPC,DGKD,DGKI,MGLL,LPIN1,ABHD5,ABHD6,GPAM,LPIN3,MBOAT7,DAGLB,PNPLA1	GO:BP
GO:0030206	chondroitin sulfate biosynthetic process	77	8	2.0506796407357e-11	DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0044255	cellular lipid metabolic process	77	26	2.24798763883181e-11	DAGLA,GPC5,LIPC,LRP1,RBP1,RLBP1,DGKD,DGKI,SDC3,GPC6,PEMT,AGPAT1,MGLL,LPIN1,ABHD5,AGPAT4,CHPT1,ABHD6,GPAM,LPIN3,MBOAT7,PTDSS2,PLPP4,DAGLB,LCLAT1,PNPLA1	GO:BP
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	77	8	8.48374573776486e-11	DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0030201	heparan sulfate proteoglycan metabolic process	77	8	1.0406114314185e-10	EXT1,EXTL3,HS2ST1,DSE,CSGALNACT1,SULF2,XYLT1,B3GALT6	GO:BP
GO:0006629	lipid metabolic process	77	28	3.82688770899759e-10	DAGLA,GPC5,LIPA,LIPC,LRP1,RBP1,RLBP1,DGKD,DGKI,SDC3,GPC6,PEMT,AGPAT1,MGLL,LPIN1,ABHD5,AGPAT4,CHPT1,ABHD6,GPAM,LPIN3,MBOAT7,PTDSS2,PLD4,PLPP4,DAGLB,LCLAT1,PNPLA1	GO:BP
GO:0030204	chondroitin sulfate metabolic process	77	8	6.41714911643173e-10	DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0015012	heparan sulfate proteoglycan biosynthetic process	77	7	1.38963844379312e-09	EXT1,EXTL3,HS2ST1,DSE,CSGALNACT1,XYLT1,B3GALT6	GO:BP
GO:0006650	glycerophospholipid metabolic process	77	15	1.48187343462045e-09	LIPC,DGKD,DGKI,PEMT,AGPAT1,LPIN1,ABHD5,AGPAT4,CHPT1,ABHD6,GPAM,LPIN3,MBOAT7,PTDSS2,LCLAT1	GO:BP
GO:0046474	glycerophospholipid biosynthetic process	77	13	1.48187343462045e-09	DGKD,DGKI,PEMT,AGPAT1,LPIN1,ABHD5,AGPAT4,CHPT1,GPAM,LPIN3,MBOAT7,PTDSS2,LCLAT1	GO:BP
GO:0050654	chondroitin sulfate proteoglycan metabolic process	77	8	1.48187343462045e-09	DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0006644	phospholipid metabolic process	77	16	2.50612436675241e-09	LIPC,DGKD,DGKI,PEMT,AGPAT1,LPIN1,ABHD5,AGPAT4,CHPT1,ABHD6,GPAM,LPIN3,MBOAT7,PTDSS2,PLPP4,LCLAT1	GO:BP
GO:1903510	mucopolysaccharide metabolic process	77	10	5.43634709890236e-09	EXT1,UST,DSE,CHST11,CSGALNACT2,CHST12,CSGALNACT1,XYLT1,B3GALT6,CHSY3	GO:BP
GO:0046473	phosphatidic acid metabolic process	77	8	5.64448280172445e-09	DGKD,DGKI,AGPAT1,LPIN1,ABHD5,AGPAT4,GPAM,LCLAT1	GO:BP
GO:0045017	glycerolipid biosynthetic process	77	13	8.78067712034014e-09	DGKD,DGKI,PEMT,AGPAT1,LPIN1,ABHD5,AGPAT4,CHPT1,GPAM,LPIN3,MBOAT7,PTDSS2,LCLAT1	GO:BP
GO:0008654	phospholipid biosynthetic process	77	13	1.10482187546757e-08	DGKD,DGKI,PEMT,AGPAT1,LPIN1,ABHD5,AGPAT4,CHPT1,GPAM,LPIN3,MBOAT7,PTDSS2,LCLAT1	GO:BP
GO:0046461	neutral lipid catabolic process	77	7	8.88372752077047e-08	DAGLA,LIPC,MGLL,ABHD5,ABHD6,DAGLB,PNPLA1	GO:BP
GO:0046464	acylglycerol catabolic process	77	7	8.88372752077047e-08	DAGLA,LIPC,MGLL,ABHD5,ABHD6,DAGLB,PNPLA1	GO:BP
GO:0008610	lipid biosynthetic process	77	18	9.54248599349349e-08	LIPC,RBP1,DGKD,DGKI,PEMT,AGPAT1,MGLL,LPIN1,ABHD5,AGPAT4,CHPT1,ABHD6,GPAM,LPIN3,MBOAT7,PTDSS2,DAGLB,LCLAT1	GO:BP
