term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0006412	translation	147	49	1.04525561590953e-27	ABCF1,ZFP36L1,ZFP36L2,DDX6,EIF5A,EIF6,RPL10A,CNOT2,RPS10,RPS11,RPS18,RPS20,RPS26,TUFM,WARS,BTG2,EIF3A,EIF3B,EIF3C,RPL23,TSFM,CELF1,FARS2,HBS1L,CPEB3,PUM2,LARS2,TRUB2,SERP1,MRPS28,MRPS18B,MCTS1,CNOT7,MRPS7,MRPL51,RWDD1,TRMT112,XRN1,MRPL20,DHX33,MRPS22,VARS2,AARS2,MRPS35,EEFSEC,MRPS5,MRPL38,MRPL34,C12orf65	GO:BP
GO:0043043	peptide biosynthetic process	147	49	2.32390374200188e-27	ABCF1,ZFP36L1,ZFP36L2,DDX6,EIF5A,EIF6,RPL10A,CNOT2,RPS10,RPS11,RPS18,RPS20,RPS26,TUFM,WARS,BTG2,EIF3A,EIF3B,EIF3C,RPL23,TSFM,CELF1,FARS2,HBS1L,CPEB3,PUM2,LARS2,TRUB2,SERP1,MRPS28,MRPS18B,MCTS1,CNOT7,MRPS7,MRPL51,RWDD1,TRMT112,XRN1,MRPL20,DHX33,MRPS22,VARS2,AARS2,MRPS35,EEFSEC,MRPS5,MRPL38,MRPL34,C12orf65	GO:BP
GO:0034660	ncRNA metabolic process	147	40	3.85085717824461e-26	EIF6,METTL1,RPL10A,NVL,PARN,TARBP1,WARS,POP7,FARS2,DDX52,PDCD11,RRP1B,RRP12,LARS2,ELP5,PTCD1,ELP4,DIEXF,UTP20,NOB1,UTP11,TRMT112,XRN1,EXOSC4,TEX10,RPP25,HEATR1,ELP3,WDR12,VARS2,AARS2,USP36,URM1,RPF2,UTP4,ERI1,DIS3L,PUSL1,DIS3L2,WDR36	GO:BP
GO:0006518	peptide metabolic process	147	51	3.85085717824461e-26	ABCF1,ZFP36L1,ZFP36L2,DDX6,EIF5A,EIF6,MIPEP,RPL10A,CNOT2,RPS10,RPS11,RPS18,RPS20,RPS26,TUFM,WARS,BTG2,EIF3A,EIF3B,EIF3C,RPL23,TSFM,CELF1,FARS2,HBS1L,CPEB3,PUM2,LARS2,TRUB2,SERP1,MRPS28,MRPS18B,MCTS1,CNOT7,MRPS7,MRPL51,RWDD1,TRMT112,XRN1,MRPL20,DHX33,MRPS22,VARS2,AARS2,MRPS35,EEFSEC,MRPS5,MRPL38,MRPL34,IMMP2L,C12orf65	GO:BP
GO:0043604	amide biosynthetic process	147	49	1.62648393803156e-24	ABCF1,ZFP36L1,ZFP36L2,DDX6,EIF5A,EIF6,RPL10A,CNOT2,RPS10,RPS11,RPS18,RPS20,RPS26,TUFM,WARS,BTG2,EIF3A,EIF3B,EIF3C,RPL23,TSFM,CELF1,FARS2,HBS1L,CPEB3,PUM2,LARS2,TRUB2,SERP1,MRPS28,MRPS18B,MCTS1,CNOT7,MRPS7,MRPL51,RWDD1,TRMT112,XRN1,MRPL20,DHX33,MRPS22,VARS2,AARS2,MRPS35,EEFSEC,MRPS5,MRPL38,MRPL34,C12orf65	GO:BP
GO:0034470	ncRNA processing	147	34	8.88384066124805e-23	EIF6,METTL1,RPL10A,NVL,PARN,TARBP1,POP7,FARS2,DDX52,PDCD11,RRP1B,RRP12,ELP5,PTCD1,ELP4,DIEXF,UTP20,NOB1,UTP11,TRMT112,EXOSC4,TEX10,RPP25,HEATR1,ELP3,WDR12,AARS2,USP36,URM1,RPF2,UTP4,ERI1,PUSL1,WDR36	GO:BP
GO:0022613	ribonucleoprotein complex biogenesis	147	35	2.23316448061968e-22	EIF6,RPL10A,NVL,RPS10,SURF6,EIF3A,EIF3B,EIF3C,POP7,CELF1,DDX52,PDCD11,RRP1B,RRP12,AATF,DIEXF,UTP20,MCTS1,NOB1,MRPS7,UTP11,TRMT112,EXOSC4,TEX10,RPP25,HEATR3,MRPL20,HEATR1,WDR12,USP36,CELF5,RPF2,UTP4,ERI1,WDR36	GO:BP
GO:0000956	nuclear-transcribed mRNA catabolic process	147	27	3.11028329822061e-22	ZFP36L1,ZFP36L2,DDX6,DXO,RPL10A,CNOT2,PARN,RPS10,RPS11,RPS18,RPS20,RPS26,SKIV2L,BTG2,RPL23,SMG7,PAN2,HBS1L,CPEB3,SMG6,CNOT7,XRN1,EXOSC4,DCP1A,SMG9,EDC3,DIS3L2	GO:BP
GO:0006396	RNA processing	147	47	4.93861101972821e-22	ADARB1,ZFP36L1,EIF6,METTL1,RPL10A,NVL,PARN,RPS26,TARBP1,PAN2,MBNL2,POP7,CELF1,FARS2,DDX52,CPEB3,RALY,PDCD11,RRP1B,RRP12,PUM2,ELP5,PTCD1,ELP4,TRUB2,DIEXF,UTP20,NOB1,UTP11,TRMT112,EXOSC4,TEX10,RPP25,HEATR1,ELP3,WDR12,AARS2,USP36,PHRF1,CELF5,URM1,RPF2,UTP4,ERI1,RAVER1,PUSL1,WDR36	GO:BP
GO:0043603	cellular amide metabolic process	147	51	2.85849810197319e-21	ABCF1,ZFP36L1,ZFP36L2,DDX6,EIF5A,EIF6,MIPEP,RPL10A,CNOT2,RPS10,RPS11,RPS18,RPS20,RPS26,TUFM,WARS,BTG2,EIF3A,EIF3B,EIF3C,RPL23,TSFM,CELF1,FARS2,HBS1L,CPEB3,PUM2,LARS2,TRUB2,SERP1,MRPS28,MRPS18B,MCTS1,CNOT7,MRPS7,MRPL51,RWDD1,TRMT112,XRN1,MRPL20,DHX33,MRPS22,VARS2,AARS2,MRPS35,EEFSEC,MRPS5,MRPL38,MRPL34,IMMP2L,C12orf65	GO:BP
