term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0006397	mRNA processing	155	55	2.65211751449277e-41	CDC5L,CLNS1A,DHX15,GTF2H4,MNAT1,NCBP1,SNU13,POLR2C,POLR2E,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,SUPT5H,DDX39B,NELFE,DHX16,PRPF18,THOC5,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SCAF8,SETX,ZC3H3,U2SURP,SF3B1,RBFOX2,SSU72,CRNKL1,CDC40,SRRT,PPIL1,WBP11,PRPF39,RPRD1A,LUC7L,ZMAT5,SUGP1,PRKRIP1,GEMIN7,GEMIN6,TSEN2,RBM17,ZCRB1,TSEN15,SNRNP48,TSEN54	GO:BP
GO:0008380	RNA splicing	155	49	2.93659376115894e-37	CDC5L,CLK2,CLNS1A,DHX15,NCBP1,SNU13,POLR2C,POLR2E,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,DDX39B,DHX16,PRPF18,THOC5,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SETX,U2SURP,SF3B1,RBFOX2,ZNF638,CRNKL1,CDC40,SRRT,PPIL1,WBP11,PRPF39,LUC7L,ZMAT5,SUGP1,PRKRIP1,GEMIN7,GEMIN6,TSEN2,RBM17,ZCRB1,TSEN15,SNRNP48,TSEN54	GO:BP
GO:0006396	RNA processing	155	61	2.02893317517233e-34	CDC5L,CLK2,CLNS1A,DHX15,GTF2H4,MNAT1,NCBP1,SNU13,POLR2C,POLR2E,RBMS1,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,SUPT5H,DDX39B,NELFE,DHX16,PRPF18,THOC5,ZNHIT3,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SCAF8,SETX,ZC3H3,U2SURP,SF3B1,RBFOX2,ZNF638,SSU72,CRNKL1,CDC40,SRRT,PPIL1,WBP11,INTS11,PRPF39,RPRD1A,LUC7L,ZMAT5,INTS2,SUGP1,PRKRIP1,GEMIN7,GEMIN6,TSEN2,RBM17,ZCRB1,TSEN15,SNRNP48,TSEN54	GO:BP
GO:0016071	mRNA metabolic process	155	58	1.10555667747469e-33	CDC5L,CLNS1A,DHX15,GTF2H4,TNPO1,MNAT1,NCBP1,SNU13,POLR2C,POLR2E,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,SUPT5H,DDX39B,NELFE,NUP214,DHX16,PRPF18,THOC5,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SCAF8,SETX,ZC3H3,U2SURP,SF3B1,RBFOX2,SSU72,ZNRD1,CRNKL1,CDC40,SRRT,PPIL1,WBP11,PRPF39,RPRD1A,LUC7L,ZMAT5,SUGP1,PRKRIP1,GEMIN7,GEMIN6,TSEN2,RBM17,ZCRB1,TSEN15,SNRNP48,TSEN54	GO:BP
GO:0000398	mRNA splicing, via spliceosome	155	42	2.68385879056488e-33	CDC5L,CLNS1A,DHX15,NCBP1,SNU13,POLR2C,POLR2E,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,DDX39B,DHX16,PRPF18,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SETX,U2SURP,SF3B1,RBFOX2,CRNKL1,CDC40,SRRT,PPIL1,WBP11,PRPF39,LUC7L,ZMAT5,SUGP1,GEMIN7,GEMIN6,RBM17,ZCRB1,SNRNP48	GO:BP
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	155	42	2.68385879056488e-33	CDC5L,CLNS1A,DHX15,NCBP1,SNU13,POLR2C,POLR2E,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,DDX39B,DHX16,PRPF18,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SETX,U2SURP,SF3B1,RBFOX2,CRNKL1,CDC40,SRRT,PPIL1,WBP11,PRPF39,LUC7L,ZMAT5,SUGP1,GEMIN7,GEMIN6,RBM17,ZCRB1,SNRNP48	GO:BP
GO:0000375	RNA splicing, via transesterification reactions	155	42	3.26156963323841e-33	CDC5L,CLNS1A,DHX15,NCBP1,SNU13,POLR2C,POLR2E,SRSF2,SRSF5,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,DDX39B,DHX16,PRPF18,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,CASC3,DNAJC8,SETX,U2SURP,SF3B1,RBFOX2,CRNKL1,CDC40,SRRT,PPIL1,WBP11,PRPF39,LUC7L,ZMAT5,SUGP1,GEMIN7,GEMIN6,RBM17,ZCRB1,SNRNP48	GO:BP
GO:0016070	RNA metabolic process	155	102	8.16012481929433e-23	POLR3D,CDC5L,CLK2,CLNS1A,CRYAB,DHX15,GTF2H4,GTF3C1,ILF3,TNPO1,MLLT3,MNAT1,NCBP1,NFIA,SNU13,POLR2C,POLR2E,POU2F2,PKIA,RBMS1,SRSF2,SRSF5,SNAPC4,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,SUPT5H,TAF4B,TAF7,TAF11,ELOA,TTF1,NELFA,DDX39B,NELFE,NUP214,MLLT10,ELL,DHX16,PRPF18,THOC5,URI1,ZNHIT3,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,GTF2A1L,CASC3,DNAJC8,SCAF8,SETX,ZC3H3,RTF1,U2SURP,ICE1,SF3B1,PHF3,RBFOX2,NUP62,RPAP1,ZNF638,SSU72,ZNRD1,CRNKL1,CDC40,PPHLN1,SRRT,PPIL1,WBP11,TRIM44,BNC2,INTS11,PRPF39,RPRD1A,LUC7L,UBAP2,EAF2,ZMAT5,INTS2,SUGP1,NABP1,NABP2,NAA16,ICE2,PRKRIP1,GEMIN7,GEMIN6,RPAP2,TSEN2,RBM17,ZCRB1,NACC1,TSEN15,TCEANC2,SNRNP48,POLR3H,TSEN54,NWD1	GO:BP
GO:0006139	nucleobase-containing compound metabolic process	155	111	5.26642935114705e-22	PARP4,POLR3D,CDC5L,CLK2,CLNS1A,CRYAB,DHX15,GCKR,GTF2H4,GTF3C1,ILF3,KPNA1,KPNB1,TNPO1,MLLT3,MNAT1,NCBP1,NFIA,SNU13,NNMT,NUP88,POLR2C,POLR2E,POU2F2,PKIA,RBMS1,SRSF2,SRSF5,SNAPC4,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,SUPT5H,TAF4B,TAF7,TAF11,ELOA,TTF1,NELFA,DDX39B,NELFE,NUP214,MLLT10,ELL,DHX16,PRPF18,THOC5,URI1,ZNHIT3,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,GTF2A1L,CASC3,DNAJC8,SCAF8,SETX,ZC3H3,RTF1,NUP210,U2SURP,ICE1,SF3B1,PHF3,RBFOX2,NUP62,RPAP1,ZNF638,SSU72,ZNRD1,CRNKL1,CDC40,PPHLN1,SRRT,PPIL1,WBP11,NUP54,TRIM44,BNC2,INTS11,PRPF39,RPRD1A,LUC7L,UBAP2,EAF2,ZMAT5,INTS2,UVSSA,SUGP1,NABP1,NABP2,NAA16,ICE2,PRKRIP1,GEMIN7,GEMIN6,RPAP2,TSEN2,RBM17,ZCRB1,NACC1,TSEN15,TCEANC2,SNRNP48,POLR3H,TSEN54,NWD1	GO:BP
GO:0090304	nucleic acid metabolic process	155	106	5.26642935114705e-22	PARP4,POLR3D,CDC5L,CLK2,CLNS1A,CRYAB,DHX15,GTF2H4,GTF3C1,ILF3,KPNA1,KPNB1,TNPO1,MLLT3,MNAT1,NCBP1,NFIA,SNU13,POLR2C,POLR2E,POU2F2,PKIA,RBMS1,SRSF2,SRSF5,SNAPC4,SNRNP70,SNRPC,SNRPF,SNRPN,SRPK1,SUPT5H,TAF4B,TAF7,TAF11,ELOA,TTF1,NELFA,DDX39B,NELFE,NUP214,MLLT10,ELL,DHX16,PRPF18,THOC5,URI1,ZNHIT3,SNRNP40,CD2BP2,USP39,CPSF4,SF3B2,GTF2A1L,CASC3,DNAJC8,SCAF8,SETX,ZC3H3,RTF1,U2SURP,ICE1,SF3B1,PHF3,RBFOX2,NUP62,RPAP1,ZNF638,SSU72,ZNRD1,CRNKL1,CDC40,PPHLN1,SRRT,PPIL1,WBP11,TRIM44,BNC2,INTS11,PRPF39,RPRD1A,LUC7L,UBAP2,EAF2,ZMAT5,INTS2,UVSSA,SUGP1,NABP1,NABP2,NAA16,ICE2,PRKRIP1,GEMIN7,GEMIN6,RPAP2,TSEN2,RBM17,ZCRB1,NACC1,TSEN15,TCEANC2,SNRNP48,POLR3H,TSEN54,NWD1	GO:BP
