term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0007186	G protein-coupled receptor signaling pathway	120	76	8.05105727653199e-52	ADCY1,ADCY2,ADCY3,ADORA1,GRK3,APP,C5,CALCB,CCR1,CCR3,CCR6,LTB4R,DRD4,EDN3,EDNRB,FPR1,FPR3,GABBR1,GCG,GIPR,GNA12,GNAI3,XCR1,GPR18,GPR25,GPR37,GRK5,HTR1F,HTR7,CXCR1,CXCR2,MLN,OPRL1,PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PLCB3,PTGER3,PTGER4,PTGIR,PTH2R,RGS7,RGS12,SCTR,CCL13,CCL20,CXCL5,SSTR3,TRIO,TSHR,GPR65,DGKE,KALRN,CCRL2,GPR55,GABBR2,RGS6,CXCR6,GNA13,GPR176,FRMPD1,LPAR3,PDE7B,GPR132,GAL,S1PR5,RIC8B,CCL28,GNB4,TAS1R3,SORCS1,RXFP2,GPBAR1,CCR2	GO:BP
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	120	34	1.40508619707852e-31	ADCY1,ADCY2,ADCY3,ADORA1,CALCB,CCR1,CCR3,DRD4,FPR1,GABBR1,GCG,GIPR,GNA12,GNAI3,XCR1,GPR37,GRK5,HTR1F,HTR7,OPRL1,PDE2A,PTGER3,PTGER4,PTGIR,PTH2R,SCTR,SSTR3,TSHR,GPR65,GNA13,GPR176,LPAR3,S1PR5,RXFP2	GO:BP
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	120	30	2.1328267850089e-27	ADCY1,ADCY2,ADCY3,ADORA1,CALCB,CCR3,DRD4,FPR1,GABBR1,GCG,GIPR,GNA12,GNAI3,GPR37,GRK5,HTR1F,OPRL1,PDE2A,PTGER3,PTGER4,PTGIR,PTH2R,SCTR,TSHR,GPR65,GNA13,GPR176,LPAR3,S1PR5,RXFP2	GO:BP
GO:0019932	second-messenger-mediated signaling	120	35	5.77391653973488e-25	ADCY1,ADCY2,ADCY3,CALCB,CCR1,CCR3,CCR6,EDN3,EDNRB,FPR1,GCG,GIPR,XCR1,CXCR1,CXCR2,OPRL1,PDE2A,PDE4A,PDE9A,PTGER3,PTGER4,PTGIR,SCTR,CCL20,TSHR,GPR65,CCRL2,CXCR6,GNA13,LPAR3,PDE7B,GAL,S1PR5,RXFP2,CCR2	GO:BP
GO:0006874	cellular calcium ion homeostasis	120	31	6.14947867049592e-20	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0055074	calcium ion homeostasis	120	31	1.16310648696627e-19	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0072503	cellular divalent inorganic cation homeostasis	120	31	4.00618360077751e-19	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0072507	divalent inorganic cation homeostasis	120	31	1.10994432644205e-18	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0019935	cyclic-nucleotide-mediated signaling	120	23	1.65508654263612e-18	ADCY1,ADCY2,ADCY3,CALCB,EDNRB,GCG,GIPR,OPRL1,PDE2A,PDE4A,PDE9A,PTGER3,PTGER4,PTGIR,SCTR,TSHR,GPR65,GNA13,LPAR3,PDE7B,GAL,S1PR5,RXFP2	GO:BP
GO:0006875	cellular metal ion homeostasis	120	31	4.16775710419052e-17	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0019933	cAMP-mediated signaling	120	21	4.16775710419052e-17	ADCY1,ADCY2,ADCY3,CALCB,GCG,GIPR,OPRL1,PDE2A,PDE4A,PTGER3,PTGER4,PTGIR,SCTR,TSHR,GPR65,GNA13,LPAR3,PDE7B,GAL,S1PR5,RXFP2	GO:BP
GO:0055065	metal ion homeostasis	120	32	1.18419154671338e-16	ADORA1,APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0006873	cellular ion homeostasis	120	32	2.37906727075699e-16	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,ENPP1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0098771	inorganic ion homeostasis	120	33	5.66583839678557e-16	ADORA1,APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,ENPP1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0030003	cellular cation homeostasis	120	31	1.09525240593387e-15	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0055082	cellular chemical homeostasis	120	34	1.10082124925261e-15	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GCG,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,ENPP1,PTGER3,PTGER4,PTGIR,SCTR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0007165	signal transduction	120	88	2.04851398312673e-15	ADCY1,ADCY2,ADCY3,ADORA1,GRK3,APP,C5,CALCB,CCR1,CCR3,CCR6,LTB4R,CRHBP,DRD4,EDN3,EDNRB,FPR1,FPR3,GABBR1,GCG,GIPR,GNA12,GNAI3,XCR1,GPR18,GPR25,GPR37,GRK5,HTR1F,HTR7,CXCR1,CXCR2,KLRB1,MLN,OPRL1,PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PDE9A,ENPP1,PLCB3,PTGER3,PTGER4,PTGIR,PTH2R,RGS7,RGS12,SCTR,CCL13,CCL20,CXCL5,SSTR3,TG,TRIO,TSHR,GPR65,DGKE,KALRN,CCRL2,CYTH3,CYTH1,GPR55,GABBR2,RGS6,SNX17,CXCR6,GNA13,GPR176,FRMPD1,LPAR3,PDE7B,DISC1,CLEC2D,GPR132,GAL,S1PR5,RIC8B,CCL28,GNB4,TAS1R3,ARL6,TMTC4,SORCS1,RXFP2,GPBAR1,CCR2	GO:BP
GO:0051480	regulation of cytosolic calcium ion concentration	120	24	2.25335890733519e-15	CALCB,CCR1,CCR3,CCR6,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,OPRL1,PTGER3,PTGER4,PTGIR,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,CCL28,CCR2	GO:BP
GO:0050801	ion homeostasis	120	33	2.30702423114587e-15	ADORA1,APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,ENPP1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0055080	cation homeostasis	120	32	2.30702423114587e-15	ADORA1,APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PTGER3,PTGER4,PTGIR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0007204	positive regulation of cytosolic calcium ion concentration	120	23	2.86098694139197e-15	CCR1,CCR3,CCR6,EDNRB,FPR1,FPR3,GIPR,XCR1,GPR18,CXCR1,CXCR2,OPRL1,PTGER3,PTGER4,PTGIR,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,CCL28,CCR2	GO:BP
GO:0023052	signaling	120	90	1.64662596152221e-14	ADCY1,ADCY2,ADCY3,ADORA1,GRK3,APP,C5,CALCB,CCR1,CCR3,CCR6,LTB4R,CRHBP,DRD4,ECE1,EDN3,EDNRB,FPR1,FPR3,GABBR1,GCG,GIPR,GNA12,GNAI3,XCR1,GPR18,GPR25,GPR37,GRK5,HTR1F,HTR7,CXCR1,CXCR2,KCNJ4,KLRB1,MLN,OPRL1,PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PDE9A,ENPP1,PLCB3,PTGER3,PTGER4,PTGIR,PTH2R,RGS7,RGS12,SCTR,CCL13,CCL20,CXCL5,SSTR3,TG,TRIO,TSHR,GPR65,DGKE,KALRN,CCRL2,CYTH3,CYTH1,GPR55,GABBR2,RGS6,SNX17,CXCR6,GNA13,GPR176,FRMPD1,LPAR3,PDE7B,DISC1,CLEC2D,GPR132,GAL,S1PR5,RIC8B,CCL28,GNB4,TAS1R3,ARL6,TMTC4,SORCS1,RXFP2,GPBAR1,CCR2	GO:BP
GO:0048878	chemical homeostasis	120	38	4.89091822157692e-14	ADCY1,ADCY2,ADCY3,ADORA1,APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GCG,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,ENPP1,PTGER3,PTGER4,PTGIR,SCTR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0019725	cellular homeostasis	120	34	1.43184446554905e-13	APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GCG,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,ENPP1,PTGER3,PTGER4,PTGIR,SCTR,CCL13,GPR65,CCRL2,GPR55,CXCR6,GNA13,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0007154	cell communication	120	88	3.91936130723523e-13	ADCY1,ADCY2,ADCY3,ADORA1,GRK3,APP,C5,CALCB,CCR1,CCR3,CCR6,LTB4R,CRHBP,DRD4,EDN3,EDNRB,FPR1,FPR3,GABBR1,GCG,GIPR,GNA12,GNAI3,XCR1,GPR18,GPR25,GPR37,GRK5,HTR1F,HTR7,CXCR1,CXCR2,KLRB1,MLN,OPRL1,PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PDE9A,ENPP1,PLCB3,PTGER3,PTGER4,PTGIR,PTH2R,RGS7,RGS12,SCTR,CCL13,CCL20,CXCL5,SSTR3,TG,TRIO,TSHR,GPR65,DGKE,KALRN,CCRL2,CYTH3,CYTH1,GPR55,GABBR2,RGS6,SNX17,CXCR6,GNA13,GPR176,FRMPD1,LPAR3,PDE7B,DISC1,CLEC2D,GPR132,GAL,S1PR5,RIC8B,CCL28,GNB4,TAS1R3,ARL6,TMTC4,SORCS1,RXFP2,GPBAR1,CCR2	GO:BP
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	120	13	1.73679210964889e-12	ADCY1,ADCY2,ADCY3,ADORA1,DRD4,GABBR1,GNAI3,GPR37,HTR1F,OPRL1,PDE2A,GPR176,RXFP2	GO:BP
GO:0035556	intracellular signal transduction	120	54	3.83781603606237e-12	ADCY1,ADCY2,ADCY3,APP,C5,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,GCG,GIPR,GNA12,XCR1,GPR18,GPR37,CXCR1,CXCR2,OPRL1,PDE2A,PDE4A,PDE8A,PDE9A,PLCB3,PTGER3,PTGER4,PTGIR,RGS7,SCTR,CCL13,CCL20,TRIO,TSHR,GPR65,DGKE,KALRN,CCRL2,CYTH3,CYTH1,GPR55,RGS6,CXCR6,GNA13,LPAR3,PDE7B,DISC1,GAL,S1PR5,RXFP2,GPBAR1,CCR2	GO:BP
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	120	15	5.77562404659298e-12	ADCY1,ADCY2,ADCY3,CALCB,GCG,OPRL1,PTGER3,PTGER4,PTGIR,TSHR,GPR65,GNA13,LPAR3,S1PR5,RXFP2	GO:BP
GO:0051716	cellular response to stimulus	120	92	8.50892539386824e-12	ADCY1,ADCY2,ADCY3,ADORA1,GRK3,APP,C5,CALCB,CCR1,CCR3,CCR6,LTB4R,CRHBP,DRD4,EDN3,EDNRB,FPR1,FPR3,GABBR1,GCG,GIPR,GNA12,GNAI3,XCR1,GPR18,GPR25,GPR37,GRK5,HTR1F,HTR7,CXCR1,CXCR2,KLRB1,MLN,OPRL1,PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PDE9A,ENPP1,PLCB3,PTGER3,PTGER4,PTGIR,PTH2R,RGS7,RGS12,SCTR,CCL13,CCL20,CXCL5,SLC5A5,SSTR3,TG,TRIO,TSHR,GPR65,DGKE,KALRN,CCRL2,CYTH3,CYTH1,GPR55,GABBR2,RGS6,SNX17,SPINT2,CXCR6,GNA13,GPR176,FRMPD1,ZNF365,LPAR3,PDE7B,DISC1,CLEC2D,GPR132,GAL,S1PR5,RIC8B,CCL28,GNB4,TAS1R3,ARL6,TMTC4,SORCS1,RXFP2,CPNE4,GPBAR1,CCR2	GO:BP
GO:0009187	cyclic nucleotide metabolic process	120	10	9.53381171815415e-12	ADCY1,ADCY2,ADCY3,PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PDE9A,PDE7B	GO:BP
GO:0070098	chemokine-mediated signaling pathway	120	12	4.19812239657145e-11	CCR1,CCR3,CCR6,XCR1,CXCR1,CXCR2,CCL13,CCL20,CXCL5,CCRL2,CXCR6,CCR2	GO:BP
GO:0046058	cAMP metabolic process	120	8	1.1240921540936e-10	ADCY1,ADCY2,ADCY3,PDE4A,PDE4B,PDE4C,PDE8A,PDE7B	GO:BP
GO:1990868	response to chemokine	120	12	1.4555340891909e-10	CCR1,CCR3,CCR6,XCR1,CXCR1,CXCR2,CCL13,CCL20,CXCL5,CCRL2,CXCR6,CCR2	GO:BP
GO:1990869	cellular response to chemokine	120	12	1.4555340891909e-10	CCR1,CCR3,CCR6,XCR1,CXCR1,CXCR2,CCL13,CCL20,CXCL5,CCRL2,CXCR6,CCR2	GO:BP
GO:0009214	cyclic nucleotide catabolic process	120	7	2.24445331653394e-10	PDE2A,PDE4A,PDE4B,PDE4C,PDE8A,PDE9A,PDE7B	GO:BP
GO:0060326	cell chemotaxis	120	18	2.42653788051264e-10	C5,CCR1,CCR3,CCR6,EDN3,EDNRB,XCR1,GPR18,CXCR1,CXCR2,PDE4B,CCL13,CCL20,CXCL5,CCRL2,CXCR6,CCL28,CCR2	GO:BP
GO:0042592	homeostatic process	120	42	3.89811738268462e-10	ADCY1,ADCY2,ADCY3,ADORA1,APP,CALCB,CCR1,CCR3,CCR6,DRD4,EDN3,EDNRB,FPR1,FPR3,GCG,GIPR,XCR1,GPR18,CXCR1,CXCR2,KEL,OPRL1,PDE4B,ENPP1,PTGER3,PTGER4,PTGIR,PTH2R,SCTR,CCL13,TSHR,GPR65,CCRL2,GPR55,CXCR6,GNA13,ZNF365,LPAR3,DISC1,CCL28,TMTC4,CCR2	GO:BP
GO:0006935	chemotaxis	120	23	4.09157849171143e-09	APP,C5,CCR1,CCR3,CCR6,EDN3,EDNRB,FPR1,FPR3,XCR1,GPR18,CXCR1,CXCR2,PDE4B,CCL13,CCL20,CXCL5,TRIO,CCRL2,CXCR6,CCL28,TTC8,CCR2	GO:BP
GO:0042330	taxis	120	23	4.49455009850933e-09	APP,C5,CCR1,CCR3,CCR6,EDN3,EDNRB,FPR1,FPR3,XCR1,GPR18,CXCR1,CXCR2,PDE4B,CCL13,CCL20,CXCL5,TRIO,CCRL2,CXCR6,CCL28,TTC8,CCR2	GO:BP
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	120	11	5.51848334964669e-09	LTB4R,EDNRB,FPR1,FPR3,GPR18,CXCR2,OPRL1,PTGER3,GPR65,GPR55,LPAR3	GO:BP
